age_vehicule,agepr,nb_autre_carbu,consommation,cs42pr,decile_rev,nb_diesel,dip14pr,distance_autre_carbu,distance_diesel,distance_essence,nb_essence,ident_men,nactifs,nenfants,niveau_vie_decile,npers,ocde10,pondmen,puissance,situapr,tuu,typmen,veh_tot,rural,petite_ville,moyenne_ville,grande_ville,paris,distance,niveau_vie_quintile,donation_class_3
8.0,61,0,9999.0,78.0,1,0,53.0,0.0,0.0,4459.0,1,5300004144000,0,0,2,1,1.0,2969.6219789,5.0,5.0,1,1,1,0,1,0,0,0,4459.0,1.0,2_0
6.0,46,0,4.7,37.0,9,2,22.0,0.0,28109.709669800002,0.0,0,5300004145000,2,0,9,2,1.5,2365.8870129,5.0,1.0,4,3,2,0,0,1,0,0,28109.709669800002,5.0,9_0
2.0,71,0,4.5,75.0,7,1,51.0,0.0,17651.534506,5440.2242826,1,5300004154000,0,0,7,2,1.5,2106.9152728,6.0,5.0,3,3,2,0,1,0,0,0,23091.7587886,4.0,7_0
7.0,54,0,6.4,43.0,10,1,22.0,0.0,19716.24614,4231.9344001,1,5300004155000,2,1,9,3,2.0,1123.5081159,5.0,1.0,6,4,2,0,0,1,0,0,23948.1805401,5.0,9_0
14.0,41,0,10.0,45.0,8,0,32.0,0.0,0.0,13710.0639969,3,5300004165000,2,2,6,4,2.1,1665.0366772,7.0,1.0,1,4,3,0,1,0,0,0,13710.0639969,3.0,6_0
9.0,61,0,5.6,53.0,3,1,60.0,0.0,13235.323944,0.0,0,5300004214000,1,0,6,1,1.0,1355.4263345,4.0,1.0,6,1,1,0,0,1,0,0,13235.323944,3.0,6_0
14.0,48,0,5.0,38.0,4,1,32.0,0.0,17703.39787,0.0,0,5300004224000,1,0,7,1,1.0,2172.5983553,6.0,1.0,6,1,1,0,0,1,0,0,17703.39787,4.0,7_0
7.0,48,1,6.0,43.0,10,4,34.0,5732.01725,122000.9845031,0.0,0,5300004225000,2,2,9,4,2.5,1186.0210037,10.0,1.0,1,4,5,0,1,0,0,0,127733.0017531,5.0,9_0
7.0,68,0,6.0,74.0,7,1,14.0,0.0,20829.511975,0.0,0,5300004244000,0,0,7,2,1.5,1749.227176,6.0,5.0,1,3,1,0,1,0,0,0,20829.511975,4.0,7_0
20.0,47,0,6.0,62.0,5,1,52.0,0.0,5758.5236575,19644.6891255,2,5300004245000,2,2,2,4,2.3,2855.8290505,4.0,1.0,4,4,3,0,0,1,0,0,25403.212783000003,1.0,2_0
19.0,24,0,6.0,62.0,3,0,44.0,0.0,0.0,1531.7443641,1,5300004254000,2,0,2,2,1.5,3260.0753445,6.0,4.0,3,3,1,0,1,0,0,0,1531.7443641,1.0,2_0
22.0,24,0,8.0,42.0,3,0,31.0,0.0,0.0,12000.0,1,5300004255000,1,0,5,1,1.0,2091.793045,4.0,1.0,6,1,1,0,0,1,0,0,12000.0,3.0,5_0
3.0,62,0,8.0,23.0,10,0,15.0,0.0,0.0,26000.0,2,5300004314000,1,0,10,2,1.5,2828.1724146,99.0,1.0,6,3,3,0,0,1,0,0,26000.0,5.0,10_0
3.0,35,0,5.0,63.0,8,0,52.0,0.0,0.0,22055.638334,2,5300004315000,2,2,5,4,2.1,3004.8681695,5.0,1.0,4,4,2,0,0,1,0,0,22055.638334,3.0,5_0
30.0,70,0,9.0,74.0,8,2,22.0,0.0,96524.506189,0.0,0,5300004325000,0,0,9,2,1.5,1311.2268445,14.0,5.0,1,3,2,0,1,0,0,0,96524.506189,5.0,9_0
9.0,62,0,9999.0,78.0,3,0,71.0,0.0,0.0,11213.47418,1,5300004334000,0,0,5,1,1.0,2624.8419826,4.0,5.0,1,1,1,0,1,0,0,0,11213.47418,3.0,5_0
1.0,76,0,6.4,74.0,9,1,52.0,0.0,12999.577186,0.0,0,5300004335000,0,0,9,2,1.5,1110.8725667,7.0,5.0,3,3,1,0,1,0,0,0,12999.577186,5.0,9_0
9.0,39,0,9999.0,42.0,5,0,17.0,0.0,0.0,13333.956155,1,5300004344000,1,0,7,1,1.0,1985.7192304,4.0,1.0,1,1,1,0,1,0,0,0,13333.956155,4.0,7_0
9.0,40,0,9999.0,54.0,8,1,32.0,0.0,6015.5665401,0.0,0,5300004354000,2,1,8,3,1.8,2611.2125162,6.0,1.0,3,4,1,0,1,0,0,0,6015.5665401,4.0,8_0
2.0,72,0,6.5,75.0,10,1,42.0,0.0,17651.534506,10983.4763,1,5300004355000,0,0,10,2,1.5,1459.1161949,6.0,5.0,1,3,2,0,1,0,0,0,28635.010806,5.0,10_0
0.0,39,0,9999.0,47.0,7,1,21.0,0.0,15000.0,7000.0,1,5300004365000,2,2,5,4,2.1,1903.4590066,99.0,1.0,1,4,2,0,1,0,0,0,22000.0,3.0,5_0
3.0,49,0,5.0,21.0,10,1,32.0,0.0,23666.069434,21967.804391,1,5300004415000,2,1,10,3,2.0,3958.1807738,7.0,1.0,4,4,2,0,0,1,0,0,45633.873825,5.0,10_0
9.0,59,0,6.0,55.0,2,1,51.0,0.0,8282.1997301,0.0,0,5300004424000,1,0,3,1,1.0,891.40038463,4.0,1.0,5,1,1,0,0,1,0,0,8282.1997301,2.0,3_0
4.0,67,0,6.5,62.0,4,1,52.0,0.0,3664.1358947,8667.3843537,1,5300004425000,0,0,3,2,1.5,688.64869855,5.0,5.0,1,3,2,0,1,0,0,0,12331.5202484,2.0,3_0
17.0,35,0,9999.0,55.0,2,0,51.0,0.0,0.0,4675.807888,1,5300004434000,1,0,3,1,1.0,1847.1380768,4.0,1.0,1,1,1,0,1,0,0,0,4675.807888,2.0,3_0
3.0,62,0,8.0,71.0,8,1,71.0,0.0,10111.609492,0.0,0,5300004435000,0,0,10,1,1.0,1719.3393715,16.0,5.0,3,1,1,0,1,0,0,0,10111.609492,5.0,10_0
0.0,85,0,0.0,77.0,1,0,51.0,0.0,0.0,0.0,0,5300004444000,0,0,1,1,1.0,1897.3609858,0.0,5.0,6,1,0,0,0,1,0,0,0.0,1.0,1_0
6.0,34,0,5.5,43.0,9,2,34.0,0.0,30522.71858,0.0,0,5300004445000,2,2,7,4,2.1,1707.6611359,6.0,1.0,1,4,2,0,1,0,0,0,30522.71858,4.0,7_0
0.0,84,0,0.0,77.0,5,0,70.0,0.0,0.0,0.0,0,5300004454000,0,0,7,1,1.0,3368.0206914,0.0,5.0,3,1,0,0,1,0,0,0,0.0,4.0,7_0
14.0,64,0,5.2,78.0,6,2,52.0,0.0,20188.0764779,0.0,0,5300004465000,0,0,6,2,1.5,2296.4266991,7.0,5.0,4,3,2,0,0,1,0,0,20188.0764779,3.0,6_0
15.0,39,0,10.0,56.0,3,1,44.0,0.0,12000.0,0.0,0,5300004514000,1,2,2,3,1.6,1940.6968005,6.0,1.0,3,2,1,0,1,0,0,0,12000.0,1.0,2_0
11.0,46,0,5.0,42.0,9,1,34.0,0.0,18036.214286,9820.3938714,1,5300004515000,2,2,6,4,2.5,2500.5562135,5.0,1.0,4,4,2,0,0,1,0,0,27856.608157399998,3.0,6_0
14.0,70,0,6.5,74.0,3,1,15.0,0.0,4037.6496972,0.0,0,5300004524000,0,0,5,1,1.0,1138.308112,5.0,5.0,5,1,1,0,0,1,0,0,4037.6496972,3.0,5_0
10.0,43,0,7.0,46.0,7,1,44.0,0.0,17137.927314,0.0,0,5300004525000,3,2,3,4,2.5,1838.8018449,8.0,1.0,6,4,1,0,0,1,0,0,17137.927314,2.0,3_0
16.0,25,0,6.0,52.0,3,1,15.0,0.0,6758.4929969,0.0,0,5300004534001,1,0,5,1,1.0,2018.2090002,6.0,1.0,6,1,1,0,0,1,0,0,6758.4929969,3.0,5_0
6.0,39,0,6.2,34.0,9,1,12.0,0.0,17705.694282,1159.3166971,1,5300004535000,2,2,7,4,2.1,1522.8046199,5.0,1.0,5,4,2,0,0,1,0,0,18865.0109791,4.0,7_0
14.0,58,0,9999.0,55.0,2,0,60.0,0.0,0.0,8385.9876543,1,5300004544000,1,0,3,1,1.0,1270.8508486,10.0,4.0,6,1,1,0,0,1,0,0,8385.9876543,2.0,3_0
3.0,69,0,8.5,74.0,10,1,12.0,0.0,17743.930119,11007.145983,1,5300004545000,0,0,10,2,1.5,1998.2469229,16.0,5.0,1,3,2,0,1,0,0,0,28751.076102,5.0,10_0
13.0,35,0,9999.0,65.0,5,1,42.0,0.0,11804.810319,0.0,0,5300004554000,1,3,3,4,1.9,3734.7322811,6.0,1.0,3,2,1,0,1,0,0,0,11804.810319,2.0,3_0
4.0,64,0,6.0,86.0,8,1,52.0,0.0,25000.0,2259.8740841,1,5300004565000,0,0,8,2,1.5,877.18059877,6.0,5.0,3,3,2,0,1,0,0,0,27259.8740841,4.0,8_0
18.0,71,0,7.0,77.0,7,0,22.0,0.0,0.0,3564.3263889,1,5300004614000,0,0,9,1,1.0,2697.1437487,5.0,5.0,5,1,1,0,0,1,0,0,3564.3263889,5.0,9_0
16.0,42,0,7.0,67.0,5,1,44.0,0.0,10487.089123,0.0,0,5300004634000,1,0,7,1,1.0,2089.2920387,8.0,1.0,6,1,1,0,0,1,0,0,10487.089123,4.0,7_0
0.0,91,0,0.0,75.0,7,0,34.0,0.0,0.0,0.0,0,5300004644000,0,0,10,1,1.0,2202.5012987,0.0,5.0,6,1,0,0,0,1,0,0,0.0,5.0,10_0
24.0,63,0,9999.0,77.0,1,0,70.0,0.0,0.0,6882.4238227,1,5300004645000,0,0,2,1,1.0,1986.3001387,6.0,5.0,1,1,1,0,1,0,0,0,6882.4238227,1.0,2_0
18.0,62,0,7.0,37.0,1,1,32.0,0.0,3758.4085322,0.0,0,5300004654000,1,0,1,1,1.0,1547.5184795,5.0,4.0,6,1,1,0,0,1,0,0,3758.4085322,1.0,1_0
8.0,60,0,7.4,31.0,8,1,12.0,0.0,14347.154617,0.0,0,5300004655000,1,0,8,2,1.5,2324.6605983,9.0,1.0,5,3,1,0,0,1,0,0,14347.154617,4.0,8_0
5.0,74,0,8.0,74.0,7,0,45.0,0.0,0.0,7425.7853758,1,5300004714000,0,0,7,2,1.5,2013.8845715,7.0,5.0,5,3,1,0,0,1,0,0,7425.7853758,4.0,7_0
4.0,75,1,7.0,72.0,7,0,71.0,13969.391937,0.0,0.0,0,5300004715000,0,0,7,2,1.5,1101.3925938,7.0,5.0,1,3,1,0,1,0,0,0,13969.391937,4.0,7_0
13.0,61,0,5.0,47.0,7,1,52.0,0.0,15484.472549,0.0,0,5300004734000,2,0,7,2,1.5,1363.7612687,6.0,1.0,6,3,1,0,0,1,0,0,15484.472549,4.0,7_0
15.0,42,0,4.0,67.0,1,1,45.0,0.0,4000.0,0.0,0,5300004754000,2,1,1,3,1.8,2611.4964934,4.0,4.0,6,4,1,0,0,1,0,0,4000.0,1.0,1_0
14.0,43,0,6.5,62.0,8,2,51.0,0.0,23186.4653979,0.0,0,5300004765000,2,3,3,5,2.6,1711.1107177,7.0,1.0,3,4,2,0,1,0,0,0,23186.4653979,2.0,3_0
14.0,84,0,8.0,75.0,9,2,60.0,0.0,4575.35951327,3000.0,1,5300004815000,1,1,10,2,1.5,1483.0859982,99.0,5.0,6,2,3,0,0,1,0,0,7575.35951327,5.0,10_0
4.0,75,0,9.0,74.0,10,0,22.0,0.0,0.0,18267.786548,1,5300004844000,0,0,10,2,1.5,1743.1508306,7.0,5.0,3,3,1,0,1,0,0,0,18267.786548,5.0,10_0
14.0,74,0,4.5,74.0,8,1,60.0,0.0,6002.7528432,9268.696845,1,5300004845000,1,0,9,2,1.5,1235.8550052,4.0,5.0,3,3,2,0,1,0,0,0,15271.4496882,5.0,9_0
17.0,80,0,6.0,78.0,2,0,71.0,0.0,0.0,5059.0535244,1,5300004854000,0,0,3,1,1.0,2800.9549487,5.0,5.0,1,1,1,0,1,0,0,0,5059.0535244,2.0,3_0
18.0,53,0,9999.0,85.0,2,0,43.0,0.0,0.0,6818.7997473,1,5300004865000,1,1,1,2,1.5,2440.9714815,5.0,7.0,3,2,1,0,1,0,0,0,6818.7997473,1.0,1_0
8.0,64,0,7.0,75.0,9,1,22.0,0.0,4661.0399449,11384.0,1,5300004915000,0,0,9,2,1.5,1757.2186675,7.0,5.0,3,3,2,0,1,0,0,0,16045.0399449,5.0,9_0
13.0,86,0,5.0,75.0,9,1,70.0,0.0,4578.3599907,0.0,0,5300004944000,0,0,10,2,1.5,1621.7352552,4.0,5.0,5,3,1,0,0,1,0,0,4578.3599907,5.0,10_0
0.0,51,0,0.0,56.0,2,0,52.0,0.0,0.0,0.0,0,5300004954000,2,2,1,3,1.8,2360.9174437,0.0,1.0,1,2,0,0,1,0,0,0,0.0,1.0,1_0
0.0,58,0,7.0,38.0,9,0,14.0,0.0,0.0,12223.546974399998,2,5300004965000,1,0,10,1,1.0,1331.1104008,7.0,1.0,3,1,2,0,1,0,0,0,12223.546974399998,5.0,10_0
3.0,79,0,5.0,74.0,10,1,41.0,0.0,17743.930119,4741.7641819,1,5300005015000,0,0,10,2,1.5,955.63288398,5.0,5.0,5,3,2,0,0,1,0,0,22485.694300900002,5.0,10_0
13.0,50,0,5.9,54.0,5,2,51.0,0.0,36129.27206,0.0,0,5300005054000,1,1,2,3,2.0,3477.2342822,6.0,1.0,1,5,2,0,1,0,0,0,36129.27206,1.0,2_0
5.0,63,0,5.0,77.0,9,2,43.0,0.0,25376.213346,0.0,0,5300005065000,0,0,9,2,1.5,2577.3744313,5.0,5.0,3,3,2,0,1,0,0,0,25376.213346,5.0,9_0
9.0,26,0,8.0,67.0,1,0,51.0,0.0,0.0,4403.3495533,1,5300005154000,1,0,1,1,1.0,2569.4500171,4.0,4.0,1,1,1,0,1,0,0,0,4403.3495533,1.0,1_0
15.0,43,0,8.0,46.0,9,2,32.0,0.0,41359.887556999995,0.0,0,5300005254000,2,3,4,5,2.8,2552.0395458,6.0,1.0,1,4,2,0,1,0,0,0,41359.887556999995,2.0,4_0
1.0,67,0,5.6,78.0,10,2,52.0,0.0,26561.668745900002,0.0,0,5300005265000,0,1,9,3,2.0,1980.4531089,6.0,5.0,1,4,2,0,1,0,0,0,26561.668745900002,5.0,9_0
2.0,29,0,4.0,65.0,7,1,51.0,0.0,17651.534506,14315.16212,1,5300005354000,2,1,6,3,1.8,2831.4384987,4.0,1.0,5,4,2,0,0,1,0,0,31966.696626,3.0,6_0
14.0,46,0,7.0,13.0,9,3,45.0,0.0,65251.850586,0.0,0,5300005365000,3,3,5,5,3.0,1778.3912078,7.0,1.0,1,4,5,0,1,0,0,0,65251.850586,3.0,5_0
7.0,60,0,7.0,37.0,9,1,16.0,0.0,13514.991349,0.0,0,5300005454000,2,0,10,2,1.5,1457.4527777,5.0,1.0,5,3,1,0,0,1,0,0,13514.991349,5.0,10_0
4.0,71,1,5.0,74.0,3,0,32.0,11871.77964,0.0,0.0,0,5300005465000,0,0,3,2,1.5,1534.2868997,8.0,5.0,1,3,1,0,1,0,0,0,11871.77964,2.0,3_0
9.0,33,0,7.0,62.0,7,2,52.0,0.0,33178.4389401,0.0,0,5300005565000,2,2,5,4,2.1,1703.3815599,7.0,1.0,1,4,2,0,1,0,0,0,33178.4389401,3.0,5_0
3.0,36,0,5.6,38.0,10,1,17.0,0.0,14253.290852,11024.623154,1,5300005665000,2,2,9,4,2.1,1655.1397791,8.0,1.0,5,4,2,0,0,1,0,0,25277.914006,5.0,9_0
3.0,60,0,8.0,13.0,5,1,51.0,0.0,17743.930119,0.0,0,5400000112000,2,0,5,2,1.5,1548.607118,7.0,1.0,0,3,1,1,0,0,0,0,17743.930119,3.0,5_1
16.0,58,0,6.5,62.0,3,1,42.0,0.0,25548.508174,0.0,0,5400000122000,1,0,6,1,1.0,1023.9986026,8.0,1.0,0,1,1,1,0,0,0,0,25548.508174,3.0,6_1
20.0,47,0,9999.0,62.0,4,0,71.0,0.0,0.0,14867.406417,1,5400000125000,1,3,1,5,2.8,688.93426108,4.0,1.0,6,4,1,0,0,1,0,0,14867.406417,1.0,1_0
12.0,73,0,9999.0,78.0,5,0,52.0,0.0,0.0,2730.7407407,1,5400000128000,0,0,4,2,1.5,1121.1745022,5.0,5.0,6,3,1,0,0,1,0,0,2730.7407407,2.0,4_0
23.0,88,0,5.5,71.0,3,1,70.0,0.0,2715.8474576,0.0,0,5400000131000,0,0,3,2,1.5,1397.4276665,7.0,5.0,0,3,1,1,0,0,0,0,2715.8474576,2.0,3_1
6.0,55,0,6.5,65.0,6,2,52.0,0.0,30552.494565,4918.6918464,1,5400000132000,3,1,4,3,2.0,890.49859695,7.0,1.0,0,4,3,1,0,0,0,0,35471.1864114,2.0,4_1
0.0,92,0,0.0,86.0,4,0,60.0,0.0,0.0,0.0,0,5400000133000,0,0,7,1,1.0,1371.9776525,0.0,5.0,6,1,0,0,0,1,0,0,0.0,4.0,7_0
4.0,41,0,6.0,42.0,8,1,22.0,0.0,15000.0,10000.0,1,5400000135000,2,2,6,4,2.1,1463.0810149,6.0,1.0,6,4,2,0,0,1,0,0,25000.0,3.0,6_0
17.0,53,0,7.0,63.0,7,2,52.0,0.0,22862.918253999997,0.0,0,5400000142000,2,1,5,3,2.0,980.93770189,5.0,1.0,0,4,2,1,0,0,0,0,22862.918253999997,3.0,5_1
0.0,20,0,0.0,84.0,1,0,32.0,0.0,0.0,0.0,0,5400000144000,0,0,1,1,1.0,2876.3680006,0.0,3.0,6,1,0,0,0,1,0,0,0.0,1.0,1_0
5.0,53,0,6.2,55.0,1,0,52.0,0.0,0.0,4897.0919095,1,5400000148000,1,0,1,1,1.0,760.10369534,4.0,1.0,6,1,1,0,0,1,0,0,4897.0919095,1.0,1_0
13.0,83,0,5.5,78.0,5,1,71.0,0.0,7089.4865788,0.0,0,5400000151000,0,0,5,2,1.5,2476.7072996,5.0,5.0,0,3,1,1,0,0,0,0,7089.4865788,3.0,5_1
0.0,42,0,0.0,47.0,1,0,31.0,0.0,0.0,0.0,0,5400000153000,1,0,1,1,1.0,4032.5364819,0.0,4.0,6,1,0,0,0,1,0,0,0.0,1.0,1_0
0.0,45,0,0.0,85.0,1,0,52.0,0.0,0.0,0.0,0,5400000154000,0,2,1,3,1.8,733.37058118,0.0,6.0,6,2,0,0,0,1,0,0,0.0,1.0,1_0
9.0,85,0,5.0,77.0,1,0,52.0,0.0,0.0,2129.2517483,1,5400000155000,0,0,1,1,1.0,1593.773103,4.0,5.0,6,1,1,0,0,1,0,0,2129.2517483,1.0,1_0
0.0,57,0,0.0,56.0,1,0,70.0,0.0,0.0,0.0,0,5400000158000,1,0,1,1,1.0,836.34832136,0.0,4.0,6,1,0,0,0,1,0,0,0.0,1.0,1_0
15.0,36,0,5.5,47.0,7,2,51.0,0.0,25366.327786,0.0,0,5400000162000,2,3,4,5,2.4,1537.7700058,6.0,1.0,0,4,2,1,0,0,0,0,25366.327786,2.0,4_1
7.0,49,0,5.7,47.0,9,1,52.0,0.0,10059.733503,12432.022282400001,2,5400000163000,3,2,7,4,2.5,3509.4331676,7.0,1.0,6,4,3,0,0,1,0,0,22491.7557854,4.0,7_0
15.0,48,0,7.0,54.0,8,2,44.0,0.0,17099.0870267,0.0,0,5400000165000,2,0,9,2,1.5,1054.3639555,5.0,1.0,6,3,2,0,0,1,0,0,17099.0870267,5.0,9_0
10.0,38,0,7.5,13.0,6,3,32.0,0.0,36327.9758984,0.0,0,5400000212000,2,2,3,4,2.1,1847.0316164,6.0,1.0,0,4,3,1,0,0,0,0,36327.9758984,2.0,3_1
13.0,40,0,7.0,43.0,10,0,24.0,0.0,0.0,27665.974079,2,5400000214000,2,0,10,2,1.5,1893.6941509,6.0,1.0,6,3,2,0,0,1,0,0,27665.974079,5.0,10_0
7.0,75,0,6.5,72.0,10,2,43.0,0.0,17764.3677952,0.0,0,5400000215000,0,0,10,2,1.5,769.281293,8.0,5.0,6,3,2,0,0,1,0,0,17764.3677952,5.0,10_0
3.0,32,0,4.6,62.0,8,2,51.0,0.0,27908.889193000003,0.0,0,5400000222000,2,3,4,5,2.4,1332.5215146,6.0,1.0,0,4,2,1,0,0,0,0,27908.889193000003,2.0,4_1
0.0,91,0,0.0,72.0,1,0,70.0,0.0,0.0,0.0,0,5400000223000,0,0,1,1,1.0,3439.2952178,0.0,5.0,1,1,0,0,1,0,0,0,0.0,1.0,1_0
4.0,39,0,9999.0,45.0,9,0,17.0,0.0,0.0,10983.606031,1,5400000224000,2,2,8,4,2.1,1521.5402065,5.0,1.0,6,4,1,0,0,1,0,0,10983.606031,4.0,8_0
9.0,45,0,5.5,38.0,9,1,15.0,0.0,18469.51049,6000.0,1,5400000225000,2,2,7,4,2.1,1066.8076544,6.0,1.0,6,4,2,0,0,1,0,0,24469.51049,4.0,7_0
16.0,49,0,5.0,85.0,6,2,51.0,0.0,20052.7738795,0.0,0,5400000228000,1,3,3,4,2.3,1046.0429656,5.0,7.0,6,2,2,0,0,1,0,0,20052.7738795,2.0,3_0
17.0,67,0,8.0,74.0,6,1,70.0,0.0,9556.0073965,3144.5016369,1,5400000231000,0,0,6,2,1.5,1510.9509656,9.0,5.0,0,3,2,1,0,0,0,0,12700.5090334,3.0,6_1
0.0,35,0,0.0,56.0,2,0,71.0,0.0,0.0,0.0,0,5400000233000,1,3,1,4,1.9,1253.8232329,0.0,1.0,6,2,0,0,0,1,0,0,0.0,1.0,1_0
13.0,79,0,4.5,78.0,5,1,45.0,0.0,6127.6094735,0.0,0,5400000234000,0,0,5,2,1.5,1655.4230698,5.0,5.0,6,3,1,0,0,1,0,0,6127.6094735,3.0,5_0
16.0,59,0,7.0,45.0,7,1,42.0,0.0,28904.618136,6034.6336499,1,5400000235000,1,0,7,2,1.5,812.70610681,13.0,1.0,6,3,2,0,0,1,0,0,34939.2517859,4.0,7_0
30.0,66,0,5.5,75.0,8,3,35.0,0.0,19906.185176400002,0.0,0,5400000242000,0,0,9,2,1.5,1218.3573234,6.0,5.0,0,3,3,1,0,0,0,0,19906.185176400002,5.0,9_1
0.0,56,0,0.0,42.0,1,0,32.0,0.0,0.0,0.0,0,5400000243000,1,0,1,1,1.0,1080.4869581,0.0,1.0,6,1,0,0,0,1,0,0,0.0,1.0,1_0
12.0,45,0,9999.0,35.0,9,2,42.0,0.0,17628.4086096,0.0,0,5400000244000,2,1,8,3,1.8,2734.5256926,6.0,1.0,6,4,2,0,0,1,0,0,17628.4086096,4.0,8_0
11.0,63,0,6.0,78.0,6,2,52.0,0.0,28493.5717868,0.0,0,5400000245000,0,0,6,2,1.5,1819.6490864,8.0,5.0,6,3,2,0,0,1,0,0,28493.5717868,3.0,6_0
0.0,60,0,0.0,77.0,3,0,52.0,0.0,0.0,0.0,0,5400000248000,0,0,5,1,1.0,1590.4371701,0.0,7.0,6,1,0,0,0,1,0,0,0.0,3.0,5_0
13.0,77,0,9999.0,77.0,2,1,51.0,0.0,7382.6571141,0.0,0,5400000251000,0,0,3,1,1.0,2398.8561176,4.0,5.0,0,1,1,1,0,0,0,0,7382.6571141,2.0,3_1
0.0,41,0,0.0,55.0,1,0,60.0,0.0,0.0,0.0,0,5400000253000,1,2,1,3,1.8,1565.3821791,0.0,1.0,6,2,0,0,0,1,0,0,0.0,1.0,1_0
19.0,35,0,5.5,43.0,2,0,34.0,0.0,0.0,749.69203841,1,5400000254000,1,0,3,1,1.0,1865.9843055,6.0,4.0,6,1,1,0,0,1,0,0,749.69203841,2.0,3_0
0.0,58,0,9999.0,47.0,7,3,52.0,0.0,68319.97056,19128.217514,1,5400000255000,4,2,3,4,2.5,2242.3280299,99.0,1.0,6,4,4,0,0,1,0,0,87448.188074,2.0,3_0
1.0,32,1,5.1,62.0,3,0,52.0,10983.4763,0.0,0.0,0,5400000258000,1,0,5,1,1.0,1316.6019337,3.0,1.0,6,1,1,0,0,1,0,0,10983.4763,3.0,5_0
7.0,43,0,5.5,43.0,9,2,34.0,0.0,39138.859307,0.0,0,5400000262000,2,2,7,4,2.1,1737.9133554,7.0,1.0,0,4,2,1,0,0,0,0,39138.859307,4.0,7_1
18.0,44,0,8.0,63.0,3,1,44.0,0.0,1669.9709239,0.0,0,5400000264000,1,0,4,1,1.0,2942.1377475,6.0,4.0,6,1,1,0,0,1,0,0,1669.9709239,2.0,4_0
12.0,33,0,6.0,37.0,9,3,24.0,0.0,17731.4936046,0.0,0,5400000265000,2,2,8,4,2.1,1609.3645245,6.0,1.0,6,4,3,0,0,1,0,0,17731.4936046,4.0,8_0
0.0,82,0,0.0,78.0,2,0,71.0,0.0,0.0,0.0,0,5400000268000,0,0,3,1,1.0,1682.4302106,0.0,5.0,6,1,0,0,0,1,0,0,0.0,2.0,3_0
13.0,46,0,8.0,21.0,1,1,44.0,0.0,20262.221693,89.068793365,1,5400000311000,2,3,1,4,2.5,3742.523245,7.0,1.0,0,2,2,1,0,0,0,0,20351.290486365,1.0,1_1
3.0,70,0,5.8,74.0,9,1,24.0,0.0,17743.930119,0.0,0,5400000312000,0,0,9,2,1.5,1236.167111,7.0,5.0,0,3,1,1,0,0,0,0,17743.930119,5.0,9_1
12.0,86,0,5.5,78.0,6,1,71.0,0.0,7126.2861073,0.0,0,5400000314000,0,0,6,2,1.5,1750.6394439,6.0,5.0,6,3,1,0,0,1,0,0,7126.2861073,3.0,6_0
8.0,52,0,7.5,42.0,10,0,51.0,0.0,0.0,21366.7545349,2,5400000315000,2,2,9,4,2.1,895.31981511,8.0,1.0,6,4,2,0,0,1,0,0,21366.7545349,5.0,9_0
20.0,20,0,4.5,47.0,2,1,42.0,0.0,6179.254763,0.0,0,5400000318000,1,0,4,1,1.0,2570.9423769,6.0,2.0,4,1,1,0,0,1,0,0,6179.254763,2.0,4_0
13.0,78,0,6.0,77.0,3,1,71.0,0.0,23156.67572,0.0,0,5400000321000,1,2,1,4,2.5,4604.3413459,6.0,5.0,0,5,1,1,0,0,0,0,23156.67572,1.0,1_1
13.0,35,0,9999.0,67.0,6,2,32.0,0.0,25461.613987,0.0,0,5400000322000,2,2,4,4,2.1,1425.798761,6.0,1.0,0,4,2,1,0,0,0,0,25461.613987,2.0,4_1
0.0,97,0,0.0,77.0,2,0,13.0,0.0,0.0,0.0,0,5400000323000,0,0,4,1,1.0,2376.9758963,0.0,5.0,1,1,0,0,1,0,0,0,0.0,2.0,4_0
22.0,73,0,8.0,77.0,2,0,52.0,0.0,0.0,1585.531768,1,5400000324000,0,0,4,1,1.0,1379.3414337,5.0,5.0,6,1,1,0,0,1,0,0,1585.531768,2.0,4_0
26.0,44,0,6.0,65.0,5,2,51.0,0.0,9536.6286527,4206.1442213,1,5400000325000,2,0,4,2,1.5,1129.0712023,7.0,1.0,6,3,3,0,0,1,0,0,13742.772873999998,2.0,4_0
4.0,57,0,9.0,52.0,6,2,42.0,0.0,19406.952319,0.0,0,5400000331000,1,0,6,2,1.5,1404.2421767,7.0,1.0,0,3,2,1,0,0,0,0,19406.952319,3.0,6_1
17.0,33,0,5.6,43.0,7,2,22.0,0.0,32935.6280839,0.0,0,5400000332000,2,0,7,2,1.5,1275.6647984,5.0,1.0,0,3,2,1,0,0,0,0,32935.6280839,4.0,7_1
0.0,72,0,0.0,77.0,1,0,70.0,0.0,0.0,0.0,0,5400000333000,0,0,2,1,1.0,1299.9727588,0.0,5.0,6,1,0,0,0,1,0,0,0.0,1.0,2_0
15.0,81,0,6.5,75.0,6,0,52.0,0.0,0.0,5205.1575237,1,5400000334000,0,0,6,2,1.5,1422.6838377,7.0,5.0,6,3,1,0,0,1,0,0,5205.1575237,3.0,6_0
2.0,40,0,8.3,43.0,10,2,34.0,0.0,24334.239112900003,300.0,1,5400000335000,2,2,9,4,2.1,1542.736618,8.0,1.0,6,4,3,0,0,1,0,0,24634.239112900003,5.0,9_0
14.0,47,0,7.5,52.0,4,0,35.0,0.0,0.0,6217.0164609,1,5400000338000,1,0,7,1,1.0,1196.8283537,6.0,1.0,6,1,1,0,0,1,0,0,6217.0164609,4.0,7_0
