"aba","age_vehicule","agepr","nb_autre_carbu","cataeu","cs42pr","nb_diesel","dip14pr","nb_essence","etat_veh_achat","ident_men","km_autre_carbu","km_diesel","km_essence","mloy_d","nactifs","nbphab","nenfants","npers","ocde10","pondmen","poste_07_2_2_1","prix_achat","rev_disponible","revtot","situapr","stalog","tau","tuu","typmen","veh_tot","vp_deplacements_pro","vp_domicile_travail","rural","petite_ville","moyenne_ville","grande_ville","paris","niveau_vie","niveau_vie_decile","niveau_vie_quintile","donation_class_3","distance","distance_autre_carbu","distance_diesel","distance_essence"
2,11,78,0,211,71,2,71,0,0,10994,0,0,0,0,0,4,0,2,1.5,3296.1988847,2080,0,19495.05,19926,5,1,1,3,3,2,0,0,0,1,0,0,0,12996.7,2,1,"2_0",17523.450502,0,17523.450502,0
0,0,26,0,111,31,0,30,0,0,11006,0,0,0,212,1,2,0,1,1,4470.8235567,0,0,11186.85,11363,3,3,9,7,1,0,0,0,0,0,0,1,0,11186.85,2,1,"2_0",9619.0054265,0,5000,4619.0054265
0,0,64,0,111,78,0,70,0,0,1101,0,0,0,0,0,2,0,1,1,5966.4405478,0,0,12664,12664,5,3,8,6,1,0,0,0,0,0,1,0,0,12664,2,1,"2_0",9619.0054265,0,5000,4619.0054265
0,13,39,0,211,43,1,41,0,0,11016,0,50,0,0,1,4,1,2,1.3,1212.1613731,1563.64,0,14352,14352,1,3,4,3,2,1,0,1,0,1,0,0,0,11040,2,1,"2_0",14349.558705,0,14349.558705,0
0,9,59,0,111,52,1,71,0,0,11023,0,35,0,606,1,4,1,3,2,3318.4126492,1301.56,0,26374.45,27223,1,3,9,7,4,1,0,1,0,0,0,1,0,13187.225,2,1,"2_0",11993.40879,0,11993.40879,0
0,0,69,0,111,86,0,71,0,0,1108,0,0,0,0,0,2,0,1,1,1832.9990867,0,0,12450,12450,5,3,9,7,1,0,0,0,0,0,0,1,0,12450,2,1,"2_0",9619.0054265,0,5000,4619.0054265
0,15,71,0,111,77,1,71,0,0,11080,0,0,0,176,0,4,0,2,1.5,2430.2689597,0,0,18770,18770,5,3,8,7,3,1,0,0,0,0,0,1,0,12513.3333333333,2,1,"2_0",9619.0054265,0,5000,4619.0054265
0,0,36,0,111,43,0,50,0,0,11083,0,0,0,0,1,3,1,2,1.5,1325.0706889,0,0,17872,17872,4,3,8,6,2,0,0,0,0,0,1,0,0,11914.6666666667,2,1,"2_0",9619.0054265,0,5000,4619.0054265
2,12,48,0,111,63,0,50,1,0,11084,0,0,14,0,1,1,0,1,1,2915.7032814,0,0,11294.1,11130,4,1,6,4,1,1,0,1,0,0,1,0,0,11294.1,2,1,"2_0",9619.0054265,0,5000,4619.0054265
0,0,47,0,111,43,0,31,0,0,11086,0,0,0,229,1,4,3,5,2.6,2839.392788,0,0,34369.6,34380,1,3,10,8,4,0,0,0,0,0,0,0,1,13219.0769230769,2,1,"2_0",9619.0054265,0,5000,4619.0054265
0,21,56,0,111,75,2,60,0,0,11093,0,0,0,509,1,3,1,3,2,2566.7095713,1560,0,25473.25,26488,7,3,10,8,4,2,0,0,0,0,0,0,1,12736.625,2,1,"2_0",14003,0,14003,0
2,5,52,0,111,84,0,31,1,0,11114,0,0,99999,0,0,3,0,1,1,1271.116814,0,0,13140.35,13929,3,1,6,5,1,1,0,1,0,0,1,0,0,13140.35,2,1,"2_0",9619.0054265,0,5000,4619.0054265
0,0,81,0,111,77,0,50,0,0,1113,0,0,0,0,0,1,0,1,1,3328.9608199,0,0,10640,10640,5,3,8,7,1,0,0,0,0,0,0,1,0,10640,2,1,"2_0",9619.0054265,0,5000,4619.0054265
0,0,41,0,111,85,0,70,0,0,11134,0,0,0,0,0,2,0,1,1,3991.9178137,0,0,12954,12954,7,3,9,7,1,0,0,0,0,0,0,1,0,12954,2,1,"2_0",9619.0054265,0,5000,4619.0054265
0,8,66,0,111,78,1,50,0,0,11167,0,0,0,317,0,3,0,2,1.5,1710.462626,0,0,16509,16509,5,3,7,5,3,1,0,0,0,0,1,0,0,11006,2,1,"2_0",9619.0054265,0,5000,4619.0054265
2,0,54,0,120,74,1,44,1,1,11172,0,114,76,0,1,6,0,2,1.5,2053.1076397,5589.48,25000,19468.75,23717,7,1,0,2,3,2,0,1,0,1,0,0,0,12979.1666666667,2,1,"2_0",42161.2487294,0,42161.2487294,0
0,0,48,0,111,85,0,71,0,0,11178,0,0,0,0,0,4,2,3,2,1786.0020405,0,0,26902.1,26984,4,3,7,5,2,0,0,0,0,0,1,0,0,13451.05,2,1,"2_0",9619.0054265,0,5000,4619.0054265
2,11,44,0,111,21,0,50,1,0,11192,0,0,200,0,2,6,2,4,2.5,2726.1541532,0,0,28251.2,31315,1,2,9,7,4,1,0,1,0,0,0,1,0,11300.48,2,1,"2_0",9619.0054265,0,5000,4619.0054265
0,11,32,0,221,69,1,50,0,0,11218,0,15,0,0,1,3,0,1,1,3434.6182278,811.2,0,13519.85,13964,1,3,3,4,1,1,0,1,0,0,1,0,0,13519.85,2,1,"2_0",10273.394843,0,10273.394843,0
0,17,54,0,111,68,0,71,1,0,11265,0,0,99999,188,2,3,3,5,2.4,851.73564054,1040,0,26276.9,26338,1,3,10,8,4,1,0,1,0,0,0,0,1,10948.7083333333,2,1,"2_0",11114.350829,0,0,11114.350829
0,8,41,0,300,68,2,50,0,0,11293,0,120,0,0,2,4,2,4,2.3,3795.2318656,0,0,24957.9,24980,1,3,0,1,4,2,0,1,0,1,0,0,0,10851.2608695652,2,1,"2_0",9619.0054265,0,5000,4619.0054265
0,18,40,0,111,54,1,31,1,0,11313,0,250,0,589,1,3,2,3,1.6,639.06473733,0,0,20986.95,21310,1,3,9,7,2,2,0,0,0,0,0,1,0,13116.84375,2,1,"2_0",9619.0054265,0,5000,4619.0054265
0,13,20,0,111,56,1,42,0,0,11333,0,210,0,0,1,2,1,2,1.3,1243.7147732,2604.68,0,15314,15314,1,3,10,8,2,1,0,1,0,0,0,0,1,11780,2,1,"2_0",24078.625155,0,24078.625155,0
2,3,73,0,111,72,0,20,1,0,11336,0,0,0,0,1,3,0,2,1.5,3148.2884097,0,0,16864.165149576,20161,5,1,10,8,3,1,0,0,0,0,0,0,1,11242.776766384,2,1,"2_0",9619.0054265,0,5000,4619.0054265
0,17,45,0,111,85,0,50,1,0,11349,0,0,0,0,0,4,2,3,1.6,1159.3932641,520.52,0,18076,17976,4,3,7,5,2,1,0,0,0,0,1,0,0,11297.5,2,1,"2_0",9983.421813,0,9983.421813,0
0,0,69,0,120,78,0,71,0,0,11359,0,0,0,0,0,2,0,1,1,3279.6475225,0,0,11240,11240,5,3,0,3,1,0,0,0,0,1,0,0,0,11240,2,1,"2_0",9619.0054265,0,5000,4619.0054265
0,8,29,0,112,56,1,31,0,0,11374,0,240,0,0,1,1,2,3,1.6,2567.8349975,1560,0,20465,20465,1,3,9,3,2,1,0,1,0,1,0,0,0,12790.625,2,1,"2_0",14003,0,14003,0
2,0,87,0,400,86,0,71,0,0,11399,0,0,0,0,0,5,0,1,1,1580.1036934,0,0,10978,10978,5,4,0,1,1,0,0,0,0,1,0,0,0,10978,2,1,"2_0",9619.0054265,0,5000,4619.0054265
0,0,34,0,112,56,0,50,0,0,11418,0,0,0,115,1,2,1,2,1.3,935.46253855,0,0,16552.05,16684,4,3,10,4,2,0,0,0,0,0,1,0,0,12732.3461538462,2,1,"2_0",9619.0054265,0,5000,4619.0054265
0,0,49,0,112,68,0,50,0,0,1142,0,0,0,0,1,4,5,7,3,1283.1908162,0,0,33490,33490,1,3,10,5,4,0,0,0,0,0,1,0,0,11163.3333333333,2,1,"2_0",9619.0054265,0,5000,4619.0054265
0,9,48,0,111,52,1,50,0,0,11434,0,50,0,450,2,3,2,3,2,1596.2859131,2600,0,24310.75,25968,1,3,5,4,2,1,0,1,0,0,1,0,0,12155.375,2,1,"2_0",23161.298841,0,0,23161.298841
0,0,63,0,111,77,0,60,0,0,11453,0,0,0,355,0,2,0,1,1,4034.4575325,0,0,13140.25,13306,5,3,9,7,1,0,0,0,0,0,0,1,0,13140.25,2,1,"2_0",9619.0054265,0,5000,4619.0054265
2,0,82,0,221,78,0,71,0,0,11455,0,0,0,0,0,3,0,2,1.5,2764.1003564,0,0,19365.2,19672,5,1,1,3,5,0,0,0,0,1,0,0,0,12910.1333333333,2,1,"2_0",9619.0054265,0,5000,4619.0054265
0,0,33,0,211,85,0,60,0,0,11473,0,0,0,18,1,4,0,2,1.5,3866.7790281,0,0,16764,16764,8,3,1,2,5,0,0,0,0,1,0,0,0,11176,2,1,"2_0",9619.0054265,0,5000,4619.0054265
0,13,39,0,111,55,1,31,0,0,11483,0,36,0,243,1,5,2,3,1.6,698.51944389,0,0,20275.55,20505,1,3,5,4,2,1,0,1,0,0,1,0,0,12672.21875,2,1,"2_0",9619.0054265,0,5000,4619.0054265
2,8,42,0,111,21,1,31,0,0,11485,0,0,0,0,1,5,3,4,2.1,1910.2593319,0,0,28262,29952,1,2,10,8,2,1,1,0,0,0,0,0,1,13458.0952380952,2,1,"2_0",9619.0054265,0,5000,4619.0054265
0,2,59,0,221,67,1,71,0,0,11489,0,0,0,45,1,2,0,1,1,2627.1920803,2357.68,0,11140.3,11191,4,3,1,2,1,1,0,0,0,1,0,0,0,11140.3,2,1,"2_0",20011.759891,0,20011.759891,0
0,16,33,0,111,63,1,20,0,0,11500,0,35,0,0,2,3,2,4,2.1,3962.4620127,1560,0,26432.3,26470,1,3,9,7,4,1,0,1,0,0,0,1,0,12586.8095238095,2,1,"2_0",14003,0,14003,0
0,0,36,0,111,85,0,50,0,0,11516,0,0,0,0,0,5,2,3,1.6,730.69316813,0,0,17607,17607,6,3,6,4,2,0,0,0,0,0,1,0,0,11004.375,2,1,"2_0",9619.0054265,0,5000,4619.0054265
0,0,32,0,112,85,0,50,0,0,1152,0,0,0,64,0,4,2,3,1.6,1424.8787004,0,0,18168.55,18346,6,3,8,3,2,0,0,0,0,1,0,0,0,11355.34375,2,1,"2_0",9619.0054265,0,5000,4619.0054265
0,13,59,0,111,64,1,50,0,0,11564,0,0,0,623,1,5,2,3,1.8,717.80938871,0,0,21921.95,22180,1,3,10,8,2,1,1,1,0,0,0,0,1,12178.8611111111,2,1,"2_0",9619.0054265,0,5000,4619.0054265
2,0,91,0,111,86,0,71,0,0,11568,0,0,0,0,0,5,0,1,1,1416.1461924,0,0,13300,13300,5,1,8,7,1,0,0,0,0,0,0,1,0,13300,2,1,"2_0",9619.0054265,0,5000,4619.0054265
0,18,29,0,111,85,0,50,1,0,11569,0,0,0,0,0,5,1,2,1.3,1071.7211178,0,0,15136,15136,7,3,6,4,2,1,0,0,0,0,1,0,0,11643.0769230769,2,1,"2_0",9619.0054265,0,5000,4619.0054265
0,20,34,0,111,63,2,71,0,0,11578,0,200,0,0,1,5,4,6,2.9,3389.4257047,2171,0,38597.05,38612,1,3,9,7,4,2,0,1,0,0,0,1,0,13309.3275862069,2,1,"2_0",18066.830071,0,0,18066.830071
0,11,35,0,112,62,1,50,1,0,11593,0,300,0,0,1,3,2,4,2.1,2720.8570669,0,0,24321.85,24420,1,3,8,1,4,2,0,1,0,1,0,0,0,11581.8333333333,2,1,"2_0",9619.0054265,0,5000,4619.0054265
2,7,63,0,111,78,0,50,1,0,11615,0,0,0,0,0,4,0,1,1,1517.0815106,0,0,13219.7,16020,5,2,7,5,1,1,0,0,0,0,1,0,0,13219.7,2,1,"2_0",9619.0054265,0,5000,4619.0054265
0,15,44,0,111,68,0,71,1,0,11667,0,0,99999,216,1,3,3,5,2.6,1393.1363921,1560,0,28345,28345,1,3,10,8,4,1,0,1,0,0,0,0,1,10901.9230769231,2,1,"2_0",14003,0,14003,0
0,0,79,0,111,78,0,70,0,0,11677,0,0,0,0,0,3,0,1,1,2362.0671524,0,0,11524,11524,5,3,5,4,1,0,0,0,0,0,1,0,0,11524,2,1,"2_0",9619.0054265,0,5000,4619.0054265
0,0,59,0,111,85,0,50,0,0,11693,0,0,0,11,1,3,1,2,1.5,1699.3613965,0,0,17878,17878,7,3,7,5,2,0,0,0,0,0,1,0,0,11918.6666666667,2,1,"2_0",9619.0054265,0,5000,4619.0054265
0,25,45,0,300,56,1,50,1,0,11707,0,0,100,0,3,4,2,4,2.5,1867.5048932,2600,0,31237.35,31420,1,3,0,1,4,2,0,0,0,1,0,0,0,12494.94,2,1,"2_0",23161.298841,0,0,23161.298841
2,17,85,0,111,78,1,70,0,0,11733,0,0,0,0,0,5,0,1,1,2054.1766514,1560,0,12787.5,14210,5,1,9,7,1,1,0,0,0,0,0,1,0,12787.5,2,1,"2_0",14003,0,14003,0
0,13,29,0,221,67,1,71,0,0,11749,0,240,0,31,1,3,1,2,1.3,827.20479711,0,0,15820,15820,4,3,1,2,2,1,0,1,0,1,0,0,0,12169.2307692308,2,1,"2_0",9619.0054265,0,5000,4619.0054265
2,1,33,0,111,85,0,71,1,1,1176,0,0,0,0,0,4,3,4,2.1,635.87266686,2681.12,42000,27122.35,27500,6,1,6,4,2,1,0,0,0,0,1,0,0,12915.4047619048,2,1,"2_0",25041.495726,0,0,25041.495726
0,5,54,0,111,47,3,42,0,0,11760,0,200,0,0,2,3,1,3,2,1792.2801223,1300,0,21591.65,25280,1,3,9,7,4,3,0,1,0,0,0,1,0,10795.825,2,1,"2_0",11939.678578,0,0,11939.678578
2,24,48,0,111,47,0,50,1,0,11765,0,0,0,0,1,3,0,1,1,3767.1980303,0,0,11965.4,13450,1,2,10,8,1,1,0,0,0,0,0,0,1,11965.4,2,1,"2_0",9619.0054265,0,5000,4619.0054265
2,9,58,0,211,56,1,70,0,0,11767,0,0,0,0,1,4,0,1,1,2768.4841523,0,0,11743,12354,1,1,1,3,1,1,0,0,0,1,0,0,0,11743,2,1,"2_0",9619.0054265,0,5000,4619.0054265
0,0,40,0,111,81,0,71,0,0,11789,0,0,0,32,1,5,1,3,2,895.71043392,0,0,25101,25101,4,4,10,8,4,0,0,0,0,0,0,0,1,12550.5,2,1,"2_0",9619.0054265,0,5000,4619.0054265
0,0,56,0,111,85,0,71,0,0,11794,0,0,0,191,0,3,0,1,1,1580.9786038,0,0,11305,11305,7,3,7,5,1,0,0,0,0,0,1,0,0,11305,2,1,"2_0",9619.0054265,0,5000,4619.0054265
0,0,60,0,111,78,0,60,0,0,11806,0,0,0,140,0,3,0,1,1,3477.8041664,0,0,13021,13021,7,3,7,5,1,0,0,0,0,0,1,0,0,13021,2,1,"2_0",9619.0054265,0,5000,4619.0054265
0,1,62,0,111,56,0,50,1,0,11819,0,0,82,68,1,3,0,1,1,2060.6140552,0,0,12973,13428,1,3,9,7,1,1,0,1,0,0,0,1,0,12973,2,1,"2_0",9619.0054265,0,5000,4619.0054265
2,18,34,0,111,68,2,71,0,0,11876,0,1019,0,0,2,7,4,6,2.9,1714.1565106,6791.2,0,37890.6,38707,1,1,7,6,4,2,0,1,0,0,1,0,0,13065.724137931,2,1,"2_0",83917.886282,0,83917.886282,0
0,17,60,0,111,52,0,71,1,0,11892,0,0,0,202,1,4,0,2,1.5,2668.335805,0,0,16408,16408,4,3,7,5,3,1,0,0,0,0,1,0,0,10938.6666666667,2,1,"2_0",9619.0054265,0,5000,4619.0054265
0,24,40,0,111,48,0,12,1,0,11897,0,0,0,351,1,3,2,4,2.1,2455.5216314,0,0,25863.9,26146,1,3,9,7,4,1,1,0,0,0,0,1,0,12316.1428571429,2,1,"2_0",9619.0054265,0,5000,4619.0054265
0,9,46,0,111,46,0,71,1,2,11901,0,0,0,265,1,4,1,2,1.5,3909.3291132,0,10490,19754.05,21010,1,3,9,7,2,1,0,0,0,0,0,1,0,13169.3666666667,2,1,"2_0",9619.0054265,0,5000,4619.0054265
0,0,81,0,111,72,0,71,0,0,11918,0,0,0,247,0,1,0,1,1,5003.8194131,0,0,12764,12764,5,3,10,8,1,0,0,0,0,0,0,0,1,12764,2,1,"2_0",9619.0054265,0,5000,4619.0054265
0,0,42,0,111,68,0,71,0,0,11929,0,0,0,0,1,3,4,6,2.7,2903.7303125,0,0,30354,30354,4,3,9,7,4,0,0,0,0,0,0,1,0,11242.2222222222,2,1,"2_0",9619.0054265,0,5000,4619.0054265
2,18,75,0,111,75,0,30,1,0,1193,0,0,0,0,0,2,0,1,1,2584.3062622,0,0,11060,11281,5,1,10,8,1,1,0,0,0,0,0,0,1,11060,2,1,"2_0",9619.0054265,0,5000,4619.0054265
0,7,41,0,400,56,1,43,0,0,11988,0,35,0,0,1,4,2,3,1.8,685.51785005,2184,0,19213.15,19232,1,3,0,1,2,1,0,1,0,1,0,0,0,10673.9722222222,2,1,"2_0",18264.9547986,0,18264.9547986,0
0,15,26,0,111,47,1,31,0,0,11989,0,0,0,480,1,2,0,1,1,3975.9882185,0,0,12233.6,13596,1,3,9,7,1,1,0,0,0,0,0,1,0,12233.6,2,1,"2_0",9619.0054265,0,5000,4619.0054265
0,0,46,0,111,56,0,50,0,0,120,0,0,0,363,1,1,0,1,1,2443.7408944,0,0,13418.55,13544,1,3,8,6,1,0,0,0,0,0,1,0,0,13418.55,2,1,"2_0",9619.0054265,0,5000,4619.0054265
0,0,20,0,111,55,0,50,0,0,12005,0,0,0,99,1,3,0,1,1,1372.9044878,0,0,11883,11883,4,3,8,6,1,0,0,0,0,0,1,0,0,11883,2,1,"2_0",9619.0054265,0,5000,4619.0054265
0,0,30,0,111,85,0,60,0,0,12012,0,0,0,0,0,2,1,2,1.3,2151.0281137,0,0,16558,16558,7,3,8,7,2,0,0,0,0,0,0,1,0,12736.9230769231,2,1,"2_0",9619.0054265,0,5000,4619.0054265
2,13,68,0,112,71,2,50,0,0,1203,0,0,0,0,0,4,0,2,1.5,1252.939363,1560,0,20042.75,20813,5,1,8,1,3,2,0,0,0,1,0,0,0,13361.8333333333,2,1,"2_0",14003,0,14003,0
0,16,59,0,211,68,1,71,0,2,12042,0,150,0,358,2,4,1,2,1.5,5025.5006262,0,1800,17715.3,18423,1,3,1,2,2,1,0,1,0,1,0,0,0,11810.2,2,1,"2_0",9619.0054265,0,5000,4619.0054265
0,0,66,0,111,77,0,50,0,0,12044,0,0,0,283,0,2,0,1,1,2083.2871931,0,0,13256,13256,5,3,9,7,1,0,0,0,0,0,0,1,0,13256,2,1,"2_0",9619.0054265,0,5000,4619.0054265
0,0,38,0,111,62,0,60,0,0,12122,0,0,0,295,1,2,0,1,1,2514.6548775,0,0,13383.7,14009,4,3,9,7,1,0,0,0,0,0,0,1,0,13383.7,2,1,"2_0",9619.0054265,0,5000,4619.0054265
1,27,40,0,112,46,0,43,1,0,1213,0,0,0,0,1,3,2,3,2,1324.6140064,1560,0,23593.35,24595,4,2,10,4,2,1,0,0,0,0,1,0,0,11796.675,2,1,"2_0",14003,0,14003,0
2,16,46,0,111,21,0,12,1,0,12132,0,0,300,0,1,6,2,3,1.8,2793.0882056,1565.2,0,22634.4,23469,1,1,6,5,2,1,0,1,0,0,1,0,0,12574.6666666667,2,1,"2_0",14389.961637,0,14389.961637,0
0,11,62,0,111,78,0,50,1,0,12143,0,0,0,0,0,5,0,2,1.5,1937.3498483,2600,0,17602.15,17790,5,3,7,5,3,1,0,0,0,0,1,0,0,11734.7666666667,2,1,"2_0",23161.298841,0,0,23161.298841
2,3,37,0,300,46,2,31,0,0,12145,0,100,0,0,2,4,1,3,1.8,1670.226028,0,0,24215.9,25330,1,2,0,1,4,2,0,1,0,1,0,0,0,13453.2777777778,2,1,"2_0",9619.0054265,0,5000,4619.0054265
0,8,40,0,211,63,1,50,0,0,12171,0,100,0,152,1,4,3,5,2.4,2485.7380382,0,0,25740.55,25853,1,3,1,2,4,1,0,1,0,1,0,0,0,10725.2291666667,2,1,"2_0",9619.0054265,0,5000,4619.0054265
0,10,35,0,111,52,1,43,0,0,12197,0,100,0,0,1,4,1,2,1.3,1195.9271347,0,0,13993.45,14076,4,3,8,7,2,1,1,1,0,0,0,1,0,10764.1923076923,2,1,"2_0",9619.0054265,0,5000,4619.0054265
0,0,65,0,111,77,0,50,0,0,1223,0,0,0,51,0,2,0,1,1,3048.3762198,0,0,13424,13424,5,3,8,6,1,0,0,0,0,0,1,0,0,13424,2,1,"2_0",9619.0054265,0,5000,4619.0054265
0,7,54,0,111,77,1,50,1,2,12232,0,0,15,450,1,3,0,2,1.5,2257.8684186,0,8500,17940.6,18198,7,3,6,5,3,2,0,0,0,0,1,0,0,11960.4,2,1,"2_0",9619.0054265,0,5000,4619.0054265
2,22,72,0,111,77,0,60,1,0,12236,0,0,0,0,0,6,0,1,1,1739.0479659,0,0,13147.5,13440,5,1,8,6,1,1,0,0,0,0,1,0,0,13147.5,2,1,"2_0",9619.0054265,0,5000,4619.0054265
0,23,86,0,111,75,0,71,1,0,1226,0,0,0,64,0,2,0,1,1,4136.2355897,0,0,12512,12512,5,3,8,7,1,1,0,0,0,0,0,1,0,12512,2,1,"2_0",9619.0054265,0,5000,4619.0054265
0,2,26,0,111,56,0,42,1,0,12275,0,0,20,156,1,2,0,1,1,3477.2069823,0,0,12492,12492,4,3,6,4,1,1,0,1,0,0,1,0,0,12492,2,1,"2_0",9619.0054265,0,5000,4619.0054265
0,19,44,0,211,56,0,50,1,0,12303,0,0,150,172,1,5,2,3,1.8,1084.6193285,1560,0,21555.4,21636,1,3,2,3,2,1,0,1,0,1,0,0,0,11975.2222222222,2,1,"2_0",14003,0,14003,0
0,0,23,0,111,85,0,50,0,0,12307,0,0,0,0,0,3,2,3,1.6,1778.1620407,0,0,17102,17102,6,3,6,5,2,0,0,0,0,0,1,0,0,10688.75,2,1,"2_0",9619.0054265,0,5000,4619.0054265
0,11,53,0,111,46,1,20,1,0,12313,0,100,250,0,1,3,0,2,1.5,1975.498197,0,0,17983.512348554,18929,1,3,6,4,3,2,1,1,0,0,1,0,0,11989.0082323693,2,1,"2_0",9619.0054265,0,5000,4619.0054265
0,11,58,0,111,63,2,71,1,0,12319,0,180,0,254,3,4,4,6,3.3,2187.0312331,3962.4,0,39154.8,39368,1,3,9,7,4,3,0,1,0,0,0,1,0,11865.0909090909,2,1,"2_0",34958.8556271,0,34958.8556271,0
0,0,20,0,111,84,0,31,0,0,12331,0,0,0,440,0,2,0,1,1,3708.9741023,0,0,11660.95,12010,3,3,7,5,1,0,0,0,0,0,1,0,0,11660.95,2,1,"2_0",9619.0054265,0,5000,4619.0054265
2,7,54,0,111,56,0,50,1,0,1236,0,0,250,0,1,4,0,1,1,1949.451873,0,0,13228.9,14109,1,1,5,4,1,1,1,1,0,0,1,0,0,13228.9,2,1,"2_0",9619.0054265,0,5000,4619.0054265
0,13,61,0,111,54,0,70,1,0,12368,0,0,0,431,2,4,2,3,2,4373.9050058,780,0,26385,26385,1,3,10,8,2,1,0,0,0,0,0,0,1,13192.5,2,1,"2_0",10011.7782823,0,2267.5769231,7744.2013592
0,15,62,0,111,78,2,50,0,0,12402,0,0,0,360,1,5,1,3,1.8,2340.1382017,0,0,23091,23091,5,3,8,6,4,2,0,0,0,0,1,0,0,12828.3333333333,2,1,"2_0",9619.0054265,0,5000,4619.0054265
0,0,54,0,111,56,0,50,0,0,12404,0,0,0,0,1,2,0,1,1,2712.750228,0,0,12511.7,12786,4,3,10,8,1,0,0,0,0,0,0,0,1,12511.7,2,1,"2_0",9619.0054265,0,5000,4619.0054265
0,0,46,0,111,85,0,50,0,0,12463,0,0,0,250,0,4,4,5,3,1147.0695458,0,0,32710,32710,8,3,9,7,2,0,0,0,0,0,0,1,0,10903.3333333333,2,1,"2_0",9619.0054265,0,5000,4619.0054265
0,14,36,0,111,68,1,31,0,0,12472,0,350,0,0,1,3,3,5,2.4,3488.7012364,2601.56,0,28120,28120,1,3,9,7,4,1,1,1,0,0,0,1,0,11716.6666666667,2,1,"2_0",23451.361525,0,23451.361525,0
0,19,60,0,111,78,1,50,0,0,12494,0,0,0,0,1,3,0,2,1.5,3148.4327826,0,0,19595,19595,7,3,10,8,3,1,0,0,0,0,0,0,1,13063.3333333333,2,1,"2_0",9619.0054265,0,5000,4619.0054265
0,0,25,0,111,37,0,20,0,0,12529,0,0,0,0,1,1,0,1,1,4769.3989125,0,0,12703.05,13108,1,3,10,8,1,0,0,0,0,0,0,0,1,12703.05,2,1,"2_0",9619.0054265,0,5000,4619.0054265
2,8,45,0,120,85,1,43,2,0,12531,0,300,100,0,1,6,3,5,3,1530.2591458,0,0,37146.9,38008,6,1,0,1,4,3,0,1,0,1,0,0,0,12382.3,2,1,"2_0",9619.0054265,0,5000,4619.0054265
0,14,47,0,111,56,0,71,1,0,12547,0,0,50,55,1,5,3,4,2.3,555.74033911,1560,0,28669.85,28690,1,3,8,7,2,1,0,1,0,0,0,1,0,12465.152173913,2,1,"2_0",14003,0,14003,0
0,0,53,0,111,67,0,71,0,0,12578,0,0,0,0,1,2,0,1,1,1991.734829,0,0,13343.4,13450,4,3,6,4,1,0,0,0,0,0,1,0,0,13343.4,2,1,"2_0",9619.0054265,0,5000,4619.0054265
0,8,43,0,111,52,0,50,1,0,12583,0,0,980,247,1,3,1,2,1.5,2337.8326088,2551.12,0,19266.35,19462,1,3,6,4,2,1,0,1,0,0,1,0,0,12844.2333333333,2,1,"2_0",21303.277976,3000,18303.277976,0
0,14,45,0,111,52,1,50,0,0,12625,0,100,0,300,1,3,3,4,2.3,504.88006447,0,0,28445.2,28674,1,3,8,6,2,1,0,1,0,0,1,0,0,12367.4782608696,2,1,"2_0",9619.0054265,0,5000,4619.0054265
0,12,30,0,111,85,0,50,1,0,12659,0,0,0,0,0,2,1,2,1.3,1439.648216,0,0,14186,14290,4,3,10,8,2,1,0,0,0,0,0,0,1,10912.3076923077,2,1,"2_0",9619.0054265,0,5000,4619.0054265
0,0,32,0,111,55,0,50,0,0,12672,0,0,0,260,1,2,1,2,1.3,3881.144954,0,0,14747.55,14821,1,3,9,7,2,0,0,0,0,0,0,1,0,11344.2692307692,2,1,"2_0",9619.0054265,0,5000,4619.0054265
0,15,33,0,111,55,1,60,0,0,12673,0,100,0,0,1,5,4,5,2.4,458.6622343,1040,0,26214,26214,1,3,9,7,2,1,0,1,0,0,0,1,0,10922.5,2,1,"2_0",11114.350829,0,0,11114.350829
0,12,34,0,111,85,1,31,0,0,12677,0,2000,0,128,0,7,2,3,1.6,362.99426935,1560.52,0,20156,20156,8,3,6,4,2,1,0,1,0,0,1,0,0,12597.5,2,1,"2_0",14272.397541,0,14272.397541,0
0,0,42,0,111,68,0,71,0,0,12684,0,0,0,0,1,3,2,3,1.6,471.15650529,0,0,19630,19630,4,3,7,5,2,0,0,0,0,0,1,0,0,12268.75,2,1,"2_0",9619.0054265,0,5000,4619.0054265
0,9,29,0,112,63,2,31,0,0,12715,0,300,0,369,1,3,2,4,2.1,2905.7295998,2080.52,0,22678.95,22838,1,3,8,1,4,2,0,0,0,1,0,0,0,10799.5,2,1,"2_0",17623.09097,0,17623.09097,0
0,16,39,0,111,67,1,50,0,0,12721,0,100,0,0,1,4,0,1,1,2080.2652339,0,0,12313.5,12528,4,4,7,5,1,1,0,1,0,0,1,0,0,12313.5,2,1,"2_0",9619.0054265,0,5000,4619.0054265
0,0,47,0,111,56,0,42,0,0,12783,0,0,0,18,1,2,0,1,1,3449.7149669,0,0,13478.4,13728,1,3,10,8,1,0,0,0,0,0,0,0,1,13478.4,2,1,"2_0",9619.0054265,0,5000,4619.0054265
2,5,59,0,211,12,1,50,0,0,12793,0,0,0,0,1,6,0,2,1.5,1947.3697914,3680.56,0,18528.75,18395,1,1,2,3,3,1,0,0,0,1,0,0,0,12352.5,2,1,"2_0",33259.53387,0,33259.53387,0
2,0,86,0,111,86,0,71,0,0,12794,0,0,0,0,0,4,0,1,1,1874.0713889,0,0,10973,11103,5,1,9,7,1,0,0,0,0,0,0,1,0,10973,2,1,"2_0",9619.0054265,0,5000,4619.0054265
