,ident,pondmen,agepr,cataeu,cs42pr,ppa,ocde10,nactifs,nactoccup,npers,nivviem,prest_precarite_hand,prest_precarite_rsa,prest_precarite_vieil,retraites,rev_etranger,rev_valeurs_mobilieres_bruts,revdecm,rev_disponible,salaires,,stalog,tau,mhab_d,tuu,typmen,donation_class_1
35704,17036482,769.16087078,40,112,22.0,0,2.1,2,2,4,92990.952381,0,0,0,0,0,59030,242970,195280,174230,1,1.0,9,1470,2,4,2
35705,17036483,378.45063931,51,221,55.0,890,1.5,2,2,2,19773.333333,0,0,0,80,0,0,30310,29660,28350,2,3.0,1,780,3,2,2
35706,17036484,625.44805434,57,120,63.0,0,1.5,2,2,2,32841.333333,0,0,0,0,0,0,55470,49260,53540,1,,0,590,0,3,2
35707,17036485,566.56954104,79,111,78.0,0,1.0,0,0,1,14178.0,0,0,0,14130,0,60,14270,14180,0,1,2.0,8,0,7,1,0
35708,17036486,594.27993679,73,221,75.0,0,1.5,0,0,2,20465.333333,0,0,0,30770,0,0,31740,30700,0,1,,1,1030,2,3,0
35709,17036487,452.75866042,78,111,78.0,0,1.0,0,0,1,17344.0,0,0,0,17800,0,0,18040,17340,0,2,,7,460,6,1,0
35710,17036488,637.97166244,69,111,75.0,0,1.0,0,0,1,35795.0,0,0,0,34870,0,850,37500,35800,0,2,,6,1140,5,1,0
35711,17036489,1357.475007,31,111,42.0,0,1.8,2,2,3,17300.0,0,0,0,0,0,360,26480,31140,18370,1,,9,560,7,4,2
35712,17036490,484.46031645,54,111,52.0,910,1.0,1,1,1,19775.0,0,0,0,0,0,0,19950,19780,19260,2,,6,390,4,1,1
35713,17036491,419.18517967,72,112,75.0,0,1.5,0,0,2,36143.333333,0,0,0,39200,0,20,64040,54220,0,1,,7,870,0,3,0
35714,17036492,602.86962542,35,111,67.0,0,1.0,1,0,1,4155.0,0,4190,0,0,0,0,0,4160,0,1,3.0,10,30,8,1,1
35715,17036493,886.44262444,55,111,68.0,2520,1.5,2,2,2,14704.666667,0,0,0,0,0,0,20310,22060,19610,2,,9,70,7,2,2
35716,17036494,511.80563817,42,112,47.0,0,1.8,2,2,3,31466.666667,0,0,0,0,0,0,62260,56640,59870,1,,7,600,0,4,2
35717,17036495,486.32612795,84,111,71.0,0,1.0,0,0,1,16004.0,0,0,0,12490,0,2180,14750,16000,0,2,,9,570,7,1,0
35718,17036496,318.66699115,57,111,22.0,0,1.5,2,2,2,12049.333333,0,0,0,0,0,0,14590,18070,14090,1,,7,230,6,3,2
35719,17036497,308.53009002,81,111,74.0,0,1.5,0,0,2,7097.3333333,9720,0,9990,0,0,0,0,10650,0,1,,9,1540,7,3,0
35720,17036498,635.79758942,71,111,74.0,0,1.0,0,0,1,43130.0,0,0,0,46650,0,70,51500,43130,0,1,2.0,9,1370,7,1,0
35721,17036499,338.12000872,56,111,42.0,0,1.5,2,2,2,29442.666667,0,0,0,0,0,360,49850,44160,46200,1,,8,800,7,3,2
35722,17036500,373.76407982,68,111,75.0,0,1.0,0,0,1,23232.0,0,0,0,26460,0,510,27800,23230,0,1,,10,1790,8,1,0
35723,17036501,1273.8105947,35,120,52.0,0,1.0,1,1,1,17745.0,0,0,0,0,0,0,18940,17750,18280,2,,0,360,0,1,1
35724,17036502,747.21641247,36,112,46.0,0,2.1,1,1,4,15152.857143,0,0,0,0,0,0,23290,31820,22480,1,,9,440,0,4,1
35725,17036503,352.75855711,61,120,74.0,0,1.5,0,0,2,38752.0,0,0,0,53050,0,70,62650,58130,2460,1,,0,690,0,3,0
35726,17036504,918.5190711,47,111,85.0,150,2.0,2,2,3,26056.5,0,0,0,0,0,0,57450,52110,57490,1,,10,960,8,4,2
35727,17036505,477.8643825,61,111,69.0,0,2.0,3,2,3,14957.5,0,0,0,0,0,0,31570,29920,30480,1,,3,570,3,4,3
35728,17036506,927.094623,41,111,68.0,0,2.4,1,1,5,9345.8333333,0,0,0,0,0,0,12930,22430,7210,1,,9,110,7,4,1
35729,17036507,411.76132205,64,111,42.0,0,1.5,2,2,2,29701.333333,0,0,0,29410,0,480,48000,44550,1830,1,,9,1040,7,3,2
35730,17036508,420.92656731,74,111,74.0,0,1.0,0,0,1,31822.0,0,0,0,36470,0,40,37660,31820,0,2,,9,1250,7,1,0
35731,17036509,771.64489799,39,111,43.0,0,1.9,1,1,4,12912.105263,0,0,0,0,0,0,10280,24530,0,2,,9,0,7,2,1
35732,17036510,491.78719404,67,221,77.0,0,1.0,0,0,1,20809.0,0,0,0,22360,0,0,23060,20810,0,2,,1,440,2,1,0
35733,17036511,339.27895007,78,111,78.0,0,1.5,0,0,2,17190.666667,0,0,0,25970,0,0,26130,25790,0,1,,8,680,7,3,0
35734,17036512,2589.2248473,26,111,64.0,0,1.8,2,2,3,19236.111111,0,0,0,0,0,0,35590,34630,32060,1,,9,800,7,4,2
35735,17036513,591.76493364,51,120,47.0,0,1.5,2,2,2,24460.666667,0,0,0,0,0,0,40350,36690,38950,1,,0,390,3,3,2
35736,17036514,694.84800247,58,111,31.0,0,2.5,3,3,4,133674.4,0,0,0,0,0,3130,423600,334190,32620,1,,10,2150,8,4,3
35737,17036515,488.36071247,78,221,78.0,0,1.5,0,0,2,25846.666667,0,0,0,27280,0,1500,29090,38770,0,1,,1,650,1,3,0
35738,17036516,458.31188948,50,111,46.0,0,1.0,1,1,1,24770.0,0,0,0,0,0,140,28790,24770,27660,2,1.0,9,640,7,1,1
35739,17036517,441.87376426,83,111,77.0,0,1.0,0,0,1,20391.0,0,0,0,21960,0,0,22640,20390,0,2,,8,560,7,1,0
35740,17036518,363.25058225,62,111,78.0,0,1.5,1,1,2,22018.666667,0,0,0,15720,0,0,36110,33030,19200,1,,8,1080,7,3,1
35741,17036519,320.35808824,63,111,74.0,0,2.0,1,1,3,18041.5,0,0,0,22820,0,0,37000,36080,13990,1,,8,0,7,4,1
35742,17036520,335.28518745,41,111,65.0,0,2.3,2,2,4,19810.434783,0,0,0,0,0,100,44640,45560,42990,1,,9,1010,7,4,2
35743,17036521,595.75610276,48,111,56.0,140,1.0,1,0,1,10059.0,0,5820,0,0,0,0,1060,10060,1030,1,,6,0,5,1,1
35744,17036523,521.80829667,91,111,86.0,0,1.0,0,0,1,45483.0,0,0,0,33220,0,180,41040,45480,0,2,2.0,9,0,7,1,0
35745,17036524,690.60055696,83,111,74.0,0,1.5,0,0,2,33344.06,0,0,0,44960,0,120,57840,50020,0,1,,6,990,5,3,0
35746,17036525,562.02377826,47,300,65.0,0,2.5,2,2,4,18929.6,0,0,0,0,0,0,48250,47320,46570,1,,0,500,0,4,2
35747,17036526,422.98085282,84,111,77.0,0,1.0,0,0,1,22292.0,0,0,0,22610,0,0,23060,22290,0,2,2.0,8,810,7,1,0
35748,17036527,439.87288528,54,111,54.0,0,1.0,1,1,1,18528.0,0,0,0,0,0,0,18690,18530,18040,2,,9,530,7,1,1
35749,17036528,424.77070994,64,112,78.0,0,1.5,1,1,2,25942.666667,0,0,0,10930,0,0,41720,38910,29380,1,,8,810,1,3,1
35750,17036529,618.3813469,71,111,34.0,0,1.5,1,1,2,63293.6,0,0,0,111350,0,20,146150,94940,30200,1,,6,1270,5,3,1
35751,17036530,577.53483515,50,111,63.0,20,1.5,1,1,2,13356.0,0,0,0,0,0,40,20150,20030,19410,2,,6,350,5,2,1
35752,17036531,279.19327224,88,111,75.0,0,1.5,0,0,2,24477.333333,0,0,0,35610,0,10,36740,36720,0,1,,8,860,7,3,0
35753,17036532,484.4146013,54,300,21.0,0,2.5,3,3,4,61438.4,0,0,0,0,0,26330,172550,153600,103300,1,,0,740,0,4,3
35754,17036533,256.5990148,55,112,77.0,0,1.0,0,0,1,24712.0,0,0,0,2330,0,0,28880,24710,25560,1,,8,270,1,1,0
35755,17036534,383.61147614,27,400,56.0,2280,1.3,1,1,2,14058.461538,0,0,0,0,0,0,12830,18280,12290,2,,0,100,0,2,1
35756,17036535,469.88777828,84,111,74.0,0,1.0,0,0,1,56848.0,0,0,0,56840,0,4490,66340,56850,0,2,2.0,7,2330,5,1,0
35757,17036536,749.15667543,28,112,63.0,0,1.5,2,2,2,21126.666667,0,0,0,0,0,0,34440,31690,33240,1,1.0,10,510,0,3,2
35758,17036537,596.1542621,21,111,84.0,0,1.5,0,0,2,2094.0,0,0,0,0,0,0,0,3140,0,1,4.0,9,150,7,5,0
35759,17036538,436.20736658,72,111,77.0,0,1.0,0,0,1,20620.0,0,0,0,20920,0,20,21600,20620,0,2,2.0,9,580,7,1,0
35760,17036539,573.33109886,31,111,69.0,0,1.0,1,1,1,9235.0,0,0,0,0,0,0,8360,9240,2940,2,,4,180,4,1,1
35761,17036540,369.65356978,81,111,72.0,0,1.0,0,0,1,38412.0,0,0,0,12820,0,0,12900,38410,0,1,,9,0,7,1,0
35762,17036541,847.28456766,30,112,46.0,0,1.0,1,1,1,18619.0,0,0,0,0,0,0,19920,18620,19220,2,,8,610,0,1,1
35763,17036542,1205.4646547,75,400,74.0,0,1.5,0,0,2,16548.0,0,0,0,12530,0,12400,27180,24820,0,1,,0,680,0,3,0
35764,17036543,442.10747288,61,112,72.0,0,1.0,0,0,1,33109.0,0,0,0,0,0,110,36340,33110,0,1,,6,780,0,1,0
35765,17036544,587.72716182,28,120,69.0,0,1.5,2,2,2,26536.0,0,0,0,0,0,1330,46440,39800,42130,1,,0,680,0,3,2
35766,17036545,826.96523787,44,112,22.0,0,1.8,2,2,3,28345.0,0,0,0,0,0,290,52310,51020,21560,1,,9,330,0,4,2
35767,17036547,538.25969343,56,111,75.0,0,1.0,0,0,1,9013.4288,0,0,0,0,0,0,6950,9010,0,2,,10,0,8,1,0
35768,17036548,756.36790298,36,111,22.0,340,2.1,1,1,4,5189.5238095,0,0,0,0,0,0,860,10900,0,1,,6,10,5,4,1
35769,17036549,1330.5083897,46,111,54.0,0,1.6,1,1,3,18620.0,0,0,0,0,0,0,32120,29790,31000,2,,7,910,5,2,1
35770,17036550,432.70231912,78,111,78.0,0,1.0,0,0,1,13729.0,0,0,0,13720,0,0,13800,13730,0,2,,6,0,4,1,0
35771,17036551,397.29406219,66,112,78.0,0,2.0,0,0,3,26115.5,0,0,0,53540,0,0,55640,52230,410,1,2.0,7,500,0,5,0
35772,17036552,193.30497733,49,112,53.0,140,2.5,3,4,4,20567.6,0,0,0,0,0,0,52900,51420,51060,1,2.0,8,540,0,4,4
35773,17036553,496.09508953,27,111,62.0,0,1.0,1,1,1,23438.0,0,0,0,0,0,0,26010,23440,25110,1,1.0,7,970,5,1,1
35774,17036554,346.25896198,60,111,48.0,0,2.0,3,3,3,31406.5404,0,0,0,940,0,0,66510,62810,58050,1,,7,1460,5,4,3
35775,17036555,210.34170014,80,221,77.0,0,1.0,0,0,1,14941.0,0,0,0,14930,0,10,15070,14940,0,2,,1,0,1,1,0
35776,17036556,807.42492609,38,221,31.0,0,1.8,2,2,3,23883.888889,0,0,0,0,0,0,48290,42990,33680,1,,1,1010,2,4,2
35777,17036557,499.14478042,42,111,47.0,0,1.8,1,1,3,14739.444444,0,0,0,0,0,0,28100,26530,27120,1,,10,610,8,4,1
35778,17036558,617.16963998,33,111,43.0,0,1.8,2,2,3,22390.0,0,0,0,0,0,10,44280,40300,42730,1,,9,620,7,4,2
35779,17036559,501.76821417,63,111,75.0,0,1.5,0,0,2,22703.333333,0,0,0,25820,0,2530,37090,34060,1290,1,,8,810,7,3,0
35780,17036560,499.69517776,46,112,48.0,0,1.8,2,2,3,65077.777778,0,0,0,0,0,3330,119460,117140,112090,1,2.0,8,220,0,4,2
35781,17036561,461.43003895,61,111,77.0,0,1.0,0,0,1,25194.0,0,0,0,10370,0,0,26170,25190,0,2,,7,0,5,1,0
35782,17036562,660.92222586,37,112,54.0,0,1.6,1,1,3,13376.25,0,0,0,0,0,0,20470,21400,19760,2,4.0,10,100,0,2,1
35783,17036563,679.47396989,61,112,74.0,0,1.0,0,0,1,5823.0,0,5820,0,0,0,0,0,5820,0,1,2.0,8,0,0,1,0
35784,17036564,336.13847619,38,111,37.0,0,1.9,1,1,4,27206.842105,0,0,0,0,0,0,49780,51690,43990,2,,8,540,7,2,1
35785,17036565,320.7041554,47,111,37.0,0,1.3,1,1,2,23525.384615,0,0,0,0,0,30,32000,30580,30850,2,,6,450,5,2,1
35786,17036566,286.06159579,64,111,38.0,0,1.5,2,2,2,35256.666667,0,0,0,0,0,1320,60700,52890,57310,1,,8,1390,6,3,2
35787,17036567,347.1435783,73,211,72.0,0,1.0,0,0,1,20356.0,0,0,0,21510,0,370,22550,20360,0,2,2.0,2,580,2,1,0
35788,17036568,356.86564353,60,111,77.0,0,2.0,0,0,3,14816.0,5100,0,0,22530,0,70,24590,29630,0,1,,9,0,7,5,0
35789,17036569,465.81571407,42,111,62.0,0,2.3,2,2,4,19356.956522,0,0,0,0,0,0,44680,44520,43120,1,1.0,9,470,7,4,2
35790,17036570,202.30842685,22,111,77.0,0,1.0,0,0,1,8212.0,0,0,0,0,0,0,5800,8210,0,1,3.0,8,60,6,1,0
35791,17036572,731.49360573,43,112,38.0,0,2.1,2,2,4,29846.190476,0,0,0,0,0,60,66950,62680,64560,1,,10,440,0,4,2
35792,17036573,487.36898464,48,300,63.0,0,2.0,2,2,3,14881.0,0,0,0,0,0,0,31050,29760,27730,1,1.0,0,360,1,4,2
35793,17036574,237.70236074,40,111,47.0,0,1.0,1,1,1,16676.0,0,0,0,0,0,0,16830,16680,0,1,4.0,8,260,6,1,1
35794,17036575,346.53820794,40,112,65.0,0,1.6,1,0,3,9905.625,0,6070,0,0,0,0,0,15850,0,2,,9,0,3,2,1
35795,17036576,312.15616934,76,112,86.0,0,1.0,0,0,1,15648.0,0,0,0,14190,0,0,14280,15650,0,2,,5,0,0,1,0
35796,17036577,700.43932093,58,111,62.0,0,1.5,2,1,2,23992.666667,0,0,0,0,0,0,40020,35990,38630,1,,10,430,8,3,2
35797,17036578,487.1484892,55,111,31.0,0,1.0,1,1,1,56928.0,0,0,0,0,0,0,71770,56930,0,2,2.0,9,930,7,1,1
35798,17036579,446.2524569,69,112,56.0,0,1.0,1,1,1,22775.0,0,0,0,22350,0,0,26230,22780,3070,2,2.0,6,890,0,1,1
35799,17036580,588.95485966,31,111,67.0,6750,1.8,1,1,3,15767.777778,0,0,0,0,0,0,19800,28380,19110,1,3.0,8,410,7,4,1
35800,17036581,342.82254054,69,120,74.0,0,1.5,0,0,2,28056.666667,0,0,0,45290,0,390,47090,42090,0,1,,0,1030,0,3,0
35801,17036582,538.60720109,63,112,78.0,0,1.5,0,0,2,20814.0,0,0,0,31730,0,20,32720,31220,0,1,2.0,6,510,0,3,0
35802,17036583,292.72947056,70,120,71.0,0,1.0,0,0,1,16755.0,0,0,0,14180,0,0,16070,16760,0,2,,0,0,0,1,0
35803,17036584,647.2951915,80,111,78.0,0,1.5,0,0,2,9964.6666667,0,0,4520,9300,0,130,9490,14950,0,1,,9,0,7,3,0
35804,17036585,597.2523117,51,111,42.0,0,2.0,3,3,3,32347.025,0,0,0,0,0,40,71170,64690,68650,1,,10,1080,8,4,3
35805,17036586,497.57045548,76,111,74.0,0,1.5,0,0,2,50106.0,0,0,0,76550,0,1650,90840,75160,0,1,,10,1540,8,3,0
35806,17036587,1019.0150938,58,111,37.0,0,1.5,2,2,2,38411.333333,0,0,0,0,0,3310,64940,57620,61420,2,,10,2120,8,2,2
35807,17036588,540.92378206,43,300,21.0,0,1.0,1,1,1,6696.0,0,0,0,0,0,600,6930,6700,0,1,,0,240,0,1,1
35808,17036589,546.93857552,68,111,75.0,0,1.5,0,0,2,21948.666667,0,0,0,33840,0,0,34900,32920,0,1,,9,960,7,3,0
35809,17036590,735.43948544,33,111,67.0,3370,2.7,1,1,6,12858.888889,0,0,0,0,0,0,15990,34720,15430,1,,8,0,7,4,1
35810,17036591,568.1252074,89,111,75.0,0,1.0,0,0,1,11789.0,0,0,0,11780,0,0,11850,11790,0,2,2.0,8,0,7,1,0
35811,17036592,387.62346137,58,111,33.0,0,1.0,1,1,1,33984.0,0,0,0,0,0,410,40260,33980,38460,2,,8,590,6,1,1
35812,17036593,429.92654093,51,111,22.0,0,1.5,2,2,2,20179.333333,0,0,0,0,0,0,32680,30270,31540,1,,8,920,7,3,2
35813,17036594,418.25560253,71,111,75.0,0,1.0,0,0,1,26015.0,0,0,0,22080,0,0,22770,26020,0,1,,10,630,8,1,0
35814,17036595,541.26540125,89,111,72.0,0,1.0,0,0,1,19912.0,0,0,0,20640,0,0,21290,19910,0,1,,10,520,8,1,0
35815,17036596,600.86825088,38,112,22.0,0,1.8,2,2,3,77905.555556,0,0,0,0,0,1040,148550,140230,140160,1,,9,1500,5,4,2
35816,17036597,683.44877603,73,112,74.0,0,1.5,0,0,2,24739.333333,0,0,0,36820,0,750,38720,37110,0,1,,8,820,1,3,0
35817,17036598,468.01705548,60,111,75.0,0,1.0,0,0,1,29597.0,0,0,0,20650,0,0,21300,29600,0,2,,8,640,7,1,0
35818,17036599,353.15816251,67,111,77.0,0,1.5,1,1,2,30924.666667,0,0,0,24600,0,10,51570,46390,25270,2,,7,720,5,2,1
35819,17036600,611.60628249,21,111,52.0,0,1.0,1,1,1,13350.0,0,0,0,0,0,260,11320,13350,10680,2,4.0,7,220,5,1,1
35820,17036601,655.62135931,47,120,52.0,770,1.5,1,1,2,13682.666667,0,0,0,0,0,0,20580,20520,21740,1,,0,50,1,2,1
35821,17036602,419.98382958,70,111,75.0,0,1.5,0,0,2,16908.666667,0,0,0,24760,0,0,25220,25360,0,1,,7,540,5,3,0
35822,17036603,433.91844747,72,111,75.0,0,1.0,0,0,1,52097.0,0,0,0,51070,0,380,53040,52100,0,2,,9,1090,7,1,0
35823,17036604,507.23622353,65,111,74.0,0,1.5,0,0,2,23196.0,0,0,0,18410,0,24880,28210,34790,0,1,2.0,10,1580,8,3,0
35824,17036605,298.55548602,66,400,71.0,0,1.5,0,0,2,17435.333333,0,0,0,20440,0,680,28810,26150,0,1,,0,690,0,3,0
35825,17036606,771.5864303,55,111,77.0,0,1.0,0,0,1,13753.268,4240,0,0,0,0,0,9030,13750,0,1,,9,140,7,1,0
35826,17036607,280.21265738,79,212,72.0,0,1.5,0,0,2,23648.666667,0,0,0,35510,0,0,36290,35470,0,1,,2,390,0,3,0
35827,17036608,539.18996344,44,111,38.0,0,1.5,2,2,2,32916.666667,0,0,0,0,0,0,55560,49380,53630,1,,9,1460,7,3,2
35828,17036609,557.03690712,21,111,84.0,0,1.0,0,0,1,642.0,0,0,0,0,0,0,0,640,0,1,4.0,9,60,7,1,0
35829,17036610,611.94407333,32,400,21.0,90,1.5,2,2,2,21695.333333,0,6020,0,0,0,0,26100,32540,25190,1,,0,380,0,3,2
35830,17036611,863.14001149,34,111,63.0,0,1.8,2,1,3,15169.444444,0,5300,0,0,0,0,15810,27310,5640,1,,6,90,5,4,2
35831,17036612,319.26072153,82,112,78.0,0,1.5,0,0,2,11251.333333,0,0,0,16190,0,150,16440,16880,0,1,,4,0,0,3,0
35832,17036613,683.22463964,32,111,48.0,0,1.8,2,2,3,31032.777778,0,0,0,0,0,10,62860,55860,60670,1,,6,1770,5,4,2
35833,17036614,494.18594582,59,221,62.0,0,1.5,2,2,2,19283.333333,0,0,0,0,0,10,29900,28930,28850,1,,1,490,2,3,2
35834,17036615,470.67520237,79,400,72.0,0,1.0,0,0,1,29227.0,0,0,0,18520,0,100,33780,29230,0,2,,0,1120,0,1,0
35835,17036616,954.35335369,62,111,35.0,0,1.5,2,2,2,50119.333333,0,0,0,0,0,1440,91020,75180,83450,1,,10,2490,8,3,2
35836,17036618,441.20080989,59,111,34.0,0,1.5,2,2,2,61275.333333,0,0,0,0,0,10,111780,91910,107870,1,,4,800,3,3,2
35837,17036619,299.55247464,58,221,56.0,0,1.5,1,1,2,31402.666667,0,0,0,16310,0,0,52670,47100,34600,2,,1,1950,3,3,1
35838,17036620,524.69255203,53,111,46.0,0,1.5,1,1,2,17421.333333,0,0,0,0,0,0,28220,26130,27240,1,,6,450,5,2,1
35839,17036621,294.05702438,69,211,71.0,0,1.5,0,0,2,20566.666667,0,0,0,23740,0,80,31640,30850,0,1,,1,850,3,3,0
35840,17036622,600.26947433,67,111,75.0,0,1.0,0,0,1,21266.0,0,0,0,21330,0,580,22570,21270,0,1,,9,600,7,1,0
35841,17036623,822.13823793,44,112,42.0,0,2.1,1,1,4,23070.0,0,0,0,0,0,0,40150,48450,33490,2,1.0,10,460,0,2,1
35842,17036624,890.91152001,41,112,47.0,0,1.6,1,1,3,21005.0,0,0,0,0,0,0,34330,33610,33130,1,2.0,8,420,0,2,1
35843,17036625,651.81200244,77,111,75.0,0,1.0,0,0,1,22426.0,0,0,0,23140,0,0,23870,22430,0,2,,9,550,7,1,0
35844,17036626,702.10170497,88,111,78.0,0,1.5,0,0,2,12153.333333,0,0,2410,12800,0,0,12880,18230,0,1,,10,0,8,3,0
35845,17036627,304.67806419,40,111,43.0,0,1.3,1,1,2,-7363.076923,0,0,0,0,0,0,-7150,-9570,23020,1,,9,350,7,2,1
35846,17036628,334.81702323,56,112,48.0,0,1.0,1,1,1,31416.0,0,0,0,0,0,0,35430,31420,34200,1,,7,100,0,1,1
35847,17036629,872.66931383,31,120,47.0,0,1.0,1,1,1,26197.0,0,0,0,0,0,0,29220,26200,25910,1,,0,650,2,1,1
35848,17036630,484.04446371,37,111,34.0,0,1.8,2,2,3,36343.888889,0,0,0,0,0,720,74970,65420,71670,1,4.0,9,1350,7,4,2
35849,17036631,409.92288973,61,111,78.0,0,2.0,1,0,3,15459.5,0,5820,0,25990,0,0,26470,30920,0,1,,8,1140,7,4,1
35850,17036632,496.54223953,70,111,31.0,0,1.5,1,1,2,25591.233333,0,0,0,41320,0,350,43610,38390,1620,1,,10,1970,8,3,1
35851,17036633,450.19717083,45,111,68.0,330,1.5,1,0,2,14360.0,0,0,0,12670,0,0,21220,21540,0,1,,8,0,7,5,1
35852,17036634,454.509221,93,111,74.0,0,1.5,0,0,2,25885.926667,0,0,0,41930,0,0,43250,38830,0,1,2.0,9,1050,7,3,0
35853,17036635,728.68711089,33,111,46.0,0,2.1,2,2,4,25136.190476,0,0,0,0,0,70,55260,52790,53280,1,,10,1090,8,4,2
35854,17036636,695.34972762,19,111,84.0,0,1.0,0,0,1,5171.0,0,0,0,0,0,0,5430,5170,5240,2,,8,80,7,1,0
35855,17036637,425.83613128,64,300,78.0,0,1.5,1,1,2,15764.0,0,0,0,18020,0,280,23690,23650,370,1,,0,0,1,3,1
35856,17036638,280.59765804,83,300,78.0,0,1.0,0,0,1,14875.0,0,0,0,14770,0,0,14890,14880,0,1,,0,0,0,1,0
35857,17036639,459.86361906,65,111,74.0,0,1.5,0,0,2,22976.0,0,0,0,37320,0,0,38490,34460,0,1,,10,1710,8,3,0
35858,17036640,437.84923812,34,112,78.0,0,1.8,0,0,3,12761.666667,10980,6500,0,0,0,0,0,22970,0,2,,7,0,0,5,0
35859,17036641,404.35759707,66,112,74.0,0,1.5,0,0,2,28069.333333,0,0,0,45170,0,20,46600,42100,0,1,,10,510,0,3,0
35860,17036642,757.51588043,45,111,22.0,0,1.0,1,1,1,5486.0,0,0,0,0,0,0,3100,5490,2990,1,,10,260,8,1,1
35861,17036643,718.66608004,60,111,37.0,0,1.5,2,2,2,95779.333333,0,0,0,0,0,2230,173790,143670,162410,1,,10,1640,8,3,2
35862,17036644,489.00016578,38,111,37.0,0,1.8,2,2,3,34131.111111,0,0,0,0,0,100,68160,61440,65690,1,,7,2080,5,4,2
35863,17036645,306.54190113,52,111,65.0,0,1.8,1,1,3,12275.0,0,0,0,0,0,0,23100,22100,28200,1,,10,610,8,2,1
35864,17036646,555.91524303,37,111,42.0,0,2.1,2,2,4,20152.380952,0,0,0,0,0,0,38450,42320,28210,1,1.0,5,230,4,4,2
35865,17036647,1656.9069559,77,120,22.0,0,1.0,1,1,1,30106.0,0,0,0,0,0,20,43220,30110,24130,2,,0,910,0,1,1
35866,17036648,492.42964599,69,111,74.0,0,1.5,0,0,2,37056.666667,0,0,0,60180,0,30,62100,55590,0,1,,9,2040,7,3,0
35867,17036649,348.65950439,69,111,75.0,0,1.0,0,0,1,22157.0,0,0,0,23860,0,160,24770,22160,0,1,,8,860,6,1,0
35868,17036650,807.87287242,28,111,54.0,0,1.5,2,2,2,27574.666667,0,0,0,0,0,0,43850,41360,42320,1,,10,500,8,3,2
35869,17036651,854.99724764,26,111,68.0,190,1.5,2,2,2,2190.0,0,0,0,0,0,0,2210,3290,1590,1,4.0,4,0,4,3,2
35870,17036652,1850.193495,27,111,46.0,0,1.0,1,1,1,32297.0,0,0,0,0,0,0,31360,32300,30270,1,,10,650,8,1,1
35871,17036653,673.15243252,38,211,34.0,0,1.0,1,1,1,29257.0,0,0,0,0,0,0,33640,29260,32470,2,,2,560,3,1,1
35872,17036654,796.89396566,23,111,56.0,0,1.0,1,1,1,3169.0,0,0,0,0,0,0,1320,3170,1280,1,,9,0,7,1,1
35873,17036655,697.09619667,23,111,34.0,0,1.5,2,2,2,12944.666667,0,0,0,0,0,0,16410,19420,4070,1,4.0,9,170,7,3,2
35874,17036656,436.05773348,76,300,78.0,0,1.5,0,0,2,16092.666667,0,0,0,16970,0,3110,24810,24140,0,1,,0,570,0,3,0
35875,17036657,865.92307776,39,111,43.0,0,2.4,2,2,5,102902.5,0,0,0,0,0,67320,393760,246970,282180,1,,10,890,8,4,2
35876,17036658,447.38170966,61,111,47.0,0,1.5,2,2,2,31632.666667,0,0,0,0,0,10,52800,47450,45060,1,,9,1510,7,3,2
35877,17036659,906.86037524,24,111,43.0,250,1.0,1,1,1,8868.0,0,3680,0,0,0,0,0,8870,0,2,,10,0,8,1,1
35878,17036660,1091.3526426,52,400,63.0,0,2.1,2,2,4,39072.857143,0,0,0,0,0,52380,95330,82050,33120,1,,0,430,0,4,2
35879,17036661,290.07901103,46,120,13.0,1190,2.5,3,3,4,26124.8,0,0,0,0,0,600,64140,65310,52170,1,,0,390,0,4,3
35880,17036662,391.20097804,29,300,53.0,330,2.5,2,1,4,17533.2,0,8330,0,0,0,0,33340,43830,32180,1,4.0,0,0,0,4,2
35881,17036663,439.51819303,83,111,72.0,0,1.0,0,0,1,16202.0,0,0,0,15020,0,1750,17530,16200,610,2,,10,850,8,1,0
35882,17036664,693.53662508,53,111,63.0,0,1.0,1,1,1,25207.0,0,0,0,0,0,550,30010,25210,21670,1,,10,1050,8,1,1
35883,17036665,500.84570418,54,112,64.0,0,2.0,2,1,3,11246.0,0,0,0,0,0,0,23490,22490,22670,1,,9,360,0,2,2
35884,17036666,904.27052418,42,111,22.0,0,1.0,1,0,1,14336.0,0,630,0,0,0,0,12350,14340,1990,1,4.0,9,170,7,1,1
35885,17036667,225.8976339,61,120,75.0,0,1.5,0,0,2,24515.333333,0,0,0,27580,0,0,38570,36770,9770,1,,0,320,0,3,0
35886,17036668,420.45091276,26,221,63.0,0,1.5,2,2,2,23943.333333,0,0,0,0,0,10,38320,35920,36980,1,,1,270,2,3,2
35887,17036669,513.59963076,71,111,75.0,0,1.5,0,0,2,25743.333333,0,0,0,38520,0,320,40040,38620,0,1,2.0,9,880,7,3,0
35888,17036670,499.83388214,78,112,78.0,0,1.5,0,0,2,23046.666667,0,0,0,34730,0,70,35220,34570,0,1,2.0,6,280,0,3,0
35889,17036671,394.11132195,83,111,74.0,0,1.5,0,0,2,71304.466667,0,0,0,100810,0,10,103980,106960,0,1,,10,1720,8,3,0
35890,17036672,712.20659766,33,300,67.0,0,1.0,1,1,1,21625.0,0,0,0,0,0,0,24110,21630,20030,1,,0,750,1,1,1
35891,17036673,226.57706136,48,111,45.0,0,1.5,1,0,2,9394.6666667,1280,0,0,6800,0,0,6850,14090,0,2,,8,90,6,2,1
