,ident,pondmen,agepr,cataeu,cs42pr,ppa,ocde10,nactifs,nactoccup,npers,nivviem,prest_precarite_hand,prest_precarite_rsa,prest_precarite_vieil,retraites,rev_etranger,rev_valeurs_mobilieres_bruts,revdecm,rev_disponible,salaires,,stalog,tau,mhab_d,tuu,typmen,donation_class_1
22191,17022647,372.93085542,81,112,74.0,0,1.5,0,0,2,12031.333333,0,0,0,3160,0,0,21480,18050,0,1,2.0,8,0,0,3,0
22192,17022648,661.74292381,81,111,74.0,0,1.5,0,0,2,41476.666667,0,0,0,71010,0,950,74190,62220,0,1,2.0,10,2520,8,3,0
22193,17022649,306.67261157,44,112,46.0,0,2.5,3,3,4,23893.2,0,0,0,8430,0,280,65160,59730,54230,1,1.0,8,800,3,5,3
22194,17022650,701.85354151,23,111,55.0,0,1.0,1,1,1,8135.0,0,0,0,0,0,0,8210,8140,1370,1,,9,30,7,1,1
22195,17022651,572.51856001,42,111,37.0,0,2.1,2,2,4,27373.333333,0,0,0,0,0,0,58510,57480,56470,1,,7,460,5,4,2
22196,17022652,361.62168397,55,111,78.0,960,1.8,1,0,3,7012.7777778,0,5250,0,0,0,0,2000,12620,1930,1,,6,60,4,4,1
22197,17022653,268.32307269,68,120,78.0,0,1.5,0,0,2,16600.666667,0,0,0,25470,0,0,25620,24900,0,1,2.0,0,600,0,3,0
22198,17022654,1129.8529206,23,111,84.0,0,1.5,0,0,2,47.333333333,0,0,0,0,0,0,0,70,0,1,,9,100,7,3,0
22199,17022655,352.40329006,54,300,21.0,0,2.0,2,2,3,19212.5,0,0,0,0,0,0,39660,38430,36850,1,2.0,0,840,0,4,2
22200,17022656,551.97805302,19,111,84.0,0,1.0,0,0,1,2053.0,0,0,0,0,0,0,0,2050,0,1,,9,0,7,1,0
22201,17022657,1299.2216538,39,120,42.0,0,2.4,2,2,5,21435.0,0,0,0,0,0,120,45570,51440,43870,1,,0,450,3,4,2
22202,17022658,539.19143521,54,111,37.0,0,2.0,1,1,3,50971.0,0,0,0,0,0,1460,115680,101940,110240,1,,9,940,7,4,1
22203,17022659,425.10728629,49,111,56.0,2850,1.5,1,1,2,14259.333333,0,0,0,0,0,0,16040,21390,15480,2,,10,170,8,2,1
22204,17022660,358.99390709,38,300,63.0,0,3.1,2,2,6,17381.612903,0,0,0,0,0,0,37780,53880,21480,1,,0,30,0,4,2
22205,17022661,461.89246515,70,111,74.0,0,1.5,1,1,2,46818.733333,0,0,0,61180,0,0,89550,70230,17910,1,,10,1580,8,3,1
22206,17022662,501.97256933,59,111,63.0,200,1.5,2,2,2,21148.0,0,0,0,0,0,0,33410,31720,29960,2,,6,810,5,2,2
22207,17022663,278.65063709,78,111,78.0,0,1.0,0,0,1,8950.0,0,0,1120,7820,0,0,7870,8950,0,2,,7,0,5,1,0
22208,17022664,402.91257445,51,111,52.0,0,1.5,1,1,2,19813.333333,0,0,0,0,0,0,26730,29720,24290,2,4.0,5,720,4,2,1
22209,17022665,396.01597579,66,111,75.0,0,1.0,0,0,1,31397.0,0,0,0,35170,0,0,36270,31400,0,2,,9,1010,7,1,0
22210,17022666,233.10784836,74,111,74.0,0,1.5,0,0,2,38304.0,0,0,0,46360,0,170,47980,57460,0,1,,8,720,7,3,0
22211,17022667,484.17294347,61,111,75.0,0,1.5,1,1,2,39432.0,0,0,0,16640,0,10,60810,59150,51570,1,,9,740,7,3,1
22212,17022668,582.59472577,58,211,63.0,0,1.0,1,1,1,19636.0,0,0,0,0,0,0,21570,19640,20820,1,,1,430,3,1,1
22213,17022669,700.04837136,55,111,75.0,0,1.0,0,0,1,-1446.0,0,0,0,0,0,0,0,-1450,0,1,4.0,10,760,8,1,0
22214,17022670,425.21108911,79,221,75.0,0,2.1,1,0,4,16711.904762,9720,0,0,23510,0,0,23990,35100,0,1,,1,470,1,5,1
22215,17022671,1233.9689689,42,111,65.0,1280,2.7,1,1,6,13956.666667,0,0,0,0,0,0,24360,37680,21660,1,,9,110,7,4,1
22216,17022672,509.83986277,72,111,64.0,0,1.5,1,1,2,31385.333333,0,0,0,35330,0,2570,51220,47080,9400,1,,8,1170,7,3,1
22217,17022674,582.61713738,52,112,55.0,0,1.0,1,1,1,14019.0,0,0,0,0,0,0,14180,14020,6650,2,,10,340,2,1,1
22218,17022675,556.38314383,66,111,86.0,0,1.5,1,1,2,8587.3333333,0,5490,0,2310,0,260,7540,12880,4790,2,,8,0,7,2,1
22219,17022676,448.30944467,54,112,67.0,530,1.0,1,1,1,19894.0,0,0,0,0,0,0,20470,19890,19760,2,3.0,10,190,0,1,1
22220,17022677,1361.553604,52,111,78.0,0,1.0,0,0,1,8963.0,0,5820,0,0,0,0,0,8960,0,1,4.0,5,0,4,1,0
22221,17022678,439.67860503,41,112,31.0,0,1.5,2,2,2,31626.0,0,0,0,0,0,0,51450,47440,47190,1,,7,520,0,3,2
22222,17022679,833.14644467,42,111,47.0,0,2.8,2,2,5,38802.142857,0,0,0,0,0,0,105470,108650,101800,1,,10,70,8,4,2
22223,17022680,401.40686553,62,111,22.0,0,1.5,1,1,2,11256.666667,0,0,6890,7460,0,0,7500,16890,0,1,,7,0,5,3,1
22224,17022681,660.80097437,82,112,75.0,0,1.0,0,0,1,9689.0,0,0,3550,6120,0,0,6160,9690,0,2,,9,0,0,1,0
22225,17022682,477.31445315,64,111,74.0,0,1.0,0,0,1,47801.0,0,0,0,24140,0,36260,55530,47800,490,1,,9,2430,7,1,0
22226,17022683,408.67655854,74,300,71.0,0,1.5,0,0,2,23249.333333,0,0,0,25300,0,7580,39120,34870,0,1,2.0,0,440,0,3,0
22227,17022684,501.9382365,93,111,77.0,0,1.0,0,0,1,25622.0,0,0,0,29580,0,0,30510,25620,0,2,,10,1380,8,1,0
22228,17022685,413.76780402,54,112,64.0,0,1.5,2,2,2,13280.666667,0,0,0,0,0,0,21960,19920,21190,1,1.0,7,620,0,3,2
22229,17022686,426.0518905,51,111,21.0,2200,2.0,3,3,3,32327.5,0,0,0,0,0,0,67580,64660,17530,1,,10,1380,8,2,3
22230,17022687,538.43568737,49,112,62.0,0,2.0,2,2,3,19948.5,0,0,0,0,0,0,42270,39900,40000,1,3.0,9,250,0,4,2
22231,17022688,495.08440277,63,221,78.0,0,1.0,0,0,1,17418.0,0,0,0,18130,0,0,18700,17420,0,1,,1,250,1,1,0
22232,17022689,531.33351925,34,111,33.0,0,1.8,2,2,3,30998.888889,0,0,0,0,0,40,61630,55800,59450,1,,9,1180,7,4,2
22233,17022690,343.64721144,64,221,78.0,0,1.5,1,1,2,26741.333333,0,0,0,27850,0,80,41950,40110,14620,1,,1,580,1,3,1
22234,17022691,455.90749432,64,111,75.0,0,1.5,1,0,2,18959.333333,0,0,0,26300,0,0,33070,28440,5740,1,,10,1790,8,3,1
22235,17022692,569.12428976,70,300,75.0,0,1.0,0,0,1,8213.0,0,0,0,8410,0,0,8460,8210,0,1,,0,0,1,1,0
22236,17022693,445.93030217,69,111,75.0,0,1.5,1,1,2,26689.333333,0,0,0,25090,0,0,45090,40030,18550,1,,4,810,4,3,1
22237,17022694,333.6643228,70,211,74.0,0,1.5,0,0,2,29946.666667,0,0,0,49160,0,10,50710,44920,0,1,,1,1210,3,3,0
22238,17022695,554.54544659,46,111,52.0,0,2.6,2,2,5,20973.461538,0,0,0,0,0,0,46350,54530,44740,1,6.0,10,180,8,4,2
22239,17022696,330.58624462,49,120,62.0,0,1.5,2,2,2,24386.666667,0,0,0,0,0,0,38440,36580,37110,1,,0,670,0,3,2
22240,17022697,830.52365743,50,112,78.0,0,1.5,1,1,2,20755.561867,3200,0,0,0,0,350,29270,31130,19210,1,,8,490,0,3,1
22241,17022698,365.87278335,75,300,86.0,0,1.5,0,0,2,16926.0,0,0,0,20290,0,210,23030,25390,0,2,2.0,0,0,0,5,0
22242,17022699,456.82174943,80,112,75.0,0,1.0,0,0,1,23660.0,0,0,0,23480,0,0,24220,23660,0,2,,7,0,0,1,0
22243,17022700,471.86043464,73,111,78.0,0,1.5,0,0,2,18302.0,0,0,0,26870,0,210,27780,27450,0,1,,8,530,6,3,0
22244,17022701,367.30450317,87,112,72.0,0,1.5,0,0,2,11434.666667,0,0,2060,13180,0,0,13260,17150,0,1,,6,0,0,3,0
22245,17022702,664.80262194,89,111,86.0,0,1.5,0,0,2,16507.333333,0,0,920,19730,0,0,19860,24760,0,2,,10,0,8,2,0
22246,17022703,292.13767464,59,111,38.0,0,2.0,2,2,3,16188.5,0,0,0,0,0,10,31780,32380,30660,1,,9,620,7,4,2
22247,17022704,545.13358444,82,111,75.0,0,1.0,0,0,1,38739.0,0,0,0,43010,0,80,44430,38740,0,2,2.0,9,1860,7,1,0
22248,17022705,1068.610521,62,111,22.0,0,2.5,3,2,4,29354.8168,0,0,0,0,0,0,82590,73390,58470,1,2.0,10,1630,8,4,3
22249,17022706,1089.2490043,36,111,37.0,0,1.0,1,1,1,44745.0,0,0,0,0,0,0,54020,44750,52140,2,4.0,10,140,8,1,1
22250,17022707,606.98948693,49,112,53.0,0,2.0,3,2,3,42377.5,0,0,0,0,0,0,97840,84760,89630,1,1.0,10,1390,4,4,3
22251,17022708,499.03311615,74,400,78.0,0,1.0,0,0,1,17682.0,0,0,0,17730,0,0,18290,17680,0,1,,0,70,0,1,0
22252,17022709,427.54920504,44,111,77.0,450,1.8,0,0,3,9421.1111111,0,8260,0,0,0,0,120,16960,120,2,,10,30,8,2,0
22253,17022710,798.3109862,37,112,62.0,0,1.8,2,2,3,23373.888889,0,0,0,0,0,0,41070,42070,39640,1,,8,500,1,4,2
22254,17022711,611.47532931,84,111,86.0,0,1.0,0,0,1,12523.0,0,0,0,11970,0,0,12050,12520,0,2,,10,370,8,1,0
22255,17022712,550.66087149,55,120,46.0,0,1.0,1,1,1,40318.0,0,0,0,0,0,0,43710,40320,43110,2,,0,380,2,1,1
22256,17022713,507.70438267,57,111,47.0,0,1.0,1,1,1,27952.0,0,0,0,20820,0,0,33490,27950,9550,1,,8,1240,7,1,1
22257,17022714,572.49630895,75,111,75.0,0,1.0,0,0,1,19864.0,0,0,0,21560,0,0,22230,19860,0,1,,10,810,8,1,0
22258,17022715,697.02903423,37,111,75.0,0,2.1,1,1,4,24241.428571,0,0,0,0,0,420,39930,50910,36850,1,,10,730,8,4,1
22259,17022716,472.24714581,88,111,77.0,0,1.0,0,0,1,16335.0,0,0,0,15040,0,1230,16400,16340,0,2,,9,0,7,1,0
22260,17022717,399.55744084,64,111,42.0,0,1.0,1,1,1,58687.0,0,0,0,0,0,3750,37310,58690,27450,2,,8,1060,6,1,1
22261,17022718,467.17813769,81,111,77.0,0,1.0,0,0,1,35100.35,0,0,1000,8510,0,0,8560,35100,0,2,,9,0,7,1,0
22262,17022719,415.81394711,91,111,77.0,0,1.0,0,0,1,15065.0,0,0,0,15380,0,0,15510,15070,0,2,,4,330,4,1,0
22263,17022720,773.60342235,59,112,31.0,0,2.3,2,1,4,19473.043478,0,0,0,0,0,0,45080,44790,36380,1,1.0,8,610,0,4,2
22264,17022721,467.13589692,90,111,77.0,0,1.0,0,0,1,22753.0,0,0,0,21920,0,880,23490,22750,0,2,7.0,9,810,7,1,0
22265,17022722,401.23829407,66,400,78.0,0,1.5,0,0,2,19916.666667,0,0,0,19230,0,10,32980,29880,11830,1,,0,410,0,3,0
22266,17022723,552.74432877,67,111,74.0,0,1.5,0,0,2,33014.666667,0,0,0,51220,0,1200,54020,49520,0,1,,7,2050,5,3,0
22267,17022724,594.62284409,32,111,47.0,520,1.5,2,2,2,28106.0,0,0,0,0,0,570,43760,42160,41680,1,,8,1020,7,3,2
22268,17022725,321.8286741,79,112,78.0,0,1.5,0,0,2,11162.666667,0,0,0,16500,0,0,16600,16740,0,1,,8,0,0,3,0
22269,17022726,367.0833407,84,221,78.0,0,1.0,0,0,1,16042.0,0,0,0,16320,0,0,16450,16040,0,2,,1,320,2,1,0
22270,17022727,512.67442002,77,111,78.0,0,1.0,0,0,1,15733.91,0,0,0,10200,0,200,10560,15730,0,2,,9,0,7,1,0
22271,17022728,435.64577893,70,111,75.0,0,1.0,0,0,1,26675.0,0,0,0,30520,0,0,31480,26680,0,2,,9,1010,7,1,0
22272,17022729,399.32416874,51,111,34.0,0,2.6,2,2,5,41988.846154,0,0,0,0,0,150,118200,109170,121210,1,,10,990,8,4,2
22273,17022730,1149.5101313,56,112,22.0,3210,1.0,1,1,1,10530.0,0,340,0,0,0,0,7230,10530,0,2,,9,260,3,1,1
22274,17022731,381.14603777,40,111,22.0,0,1.8,2,2,3,33244.444444,0,0,0,0,440,0,65970,59840,44070,1,,8,910,7,4,2
22275,17022732,766.40159825,58,112,67.0,0,1.0,1,1,1,15663.0,0,0,0,0,0,0,16620,15660,16040,2,,5,440,0,1,1
22276,17022733,505.36393589,71,111,77.0,0,1.0,0,0,1,33209.0,0,0,0,25030,0,0,25810,33210,0,1,,7,0,5,1,0
22277,17022734,448.74336793,47,112,62.0,110,2.5,2,2,4,16397.2,0,0,0,0,0,30,38680,40990,35790,1,,5,620,0,4,2
22278,17022735,582.41626985,60,400,77.0,570,3.0,2,0,5,11451.333333,0,4550,0,0,0,0,29630,34350,16380,1,,0,230,0,4,2
22279,17022736,660.73984886,59,112,42.0,0,1.0,1,1,1,31173.0,0,0,0,0,0,100,26400,31170,25390,2,,8,510,1,1,1
22280,17022737,523.34023738,89,111,77.0,0,1.0,0,0,1,18162.0,0,0,0,19100,0,0,19690,18160,0,2,,9,530,7,1,0
22281,17022738,362.1211424,23,111,63.0,360,2.0,3,1,3,8477.0,0,0,0,0,0,0,12960,16950,9070,1,3.0,8,0,7,5,3
22282,17022739,282.81543918,79,112,75.0,0,1.5,0,0,2,18538.666667,0,0,0,26470,0,140,37740,27810,0,1,,8,780,0,3,0
22283,17022740,671.73510912,23,111,68.0,70,1.5,2,2,2,5629.3333333,0,0,0,0,0,0,6860,8440,6630,1,,9,60,7,3,2
22284,17022741,438.64734991,85,111,74.0,0,1.0,0,0,1,44805.0,0,0,0,47350,0,0,50420,44810,0,2,,8,700,6,1,0
22285,17022742,1237.7113814,63,111,77.0,1980,1.5,1,1,2,16402.0,0,0,0,9650,0,0,18700,24600,8680,2,3.0,7,0,5,2,1
22286,17022743,406.81267897,58,112,13.0,0,1.5,1,1,2,22867.333333,0,0,0,0,0,300,36260,34300,26430,1,,9,480,0,2,1
22287,17022744,499.82467663,54,111,34.0,0,2.3,2,2,4,25529.313043,0,0,0,0,0,3010,56840,58720,51630,1,,10,1050,8,4,2
22288,17022745,522.60394152,39,120,54.0,0,2.1,2,2,4,22545.714286,0,0,0,0,0,0,49110,47350,44770,1,,0,310,0,4,2
22289,17022746,507.25651689,66,112,68.0,0,1.0,1,1,1,13901.0,0,0,0,10610,0,0,13090,13900,2330,2,,8,230,0,1,1
22290,17022747,851.69232055,44,112,55.0,0,2.1,2,2,4,18783.333333,0,0,0,0,0,0,39790,39450,38410,1,,5,670,0,4,2
22291,17022748,394.19554636,40,111,64.0,1160,3.1,3,4,6,15307.096774,0,4980,0,0,0,0,40740,47450,39330,1,,8,360,6,5,4
22292,17022749,496.02655157,70,400,75.0,0,1.5,0,0,2,11649.333333,0,0,0,17460,0,0,17700,17470,0,1,,0,0,0,3,0
22293,17022750,541.25226794,45,111,77.0,0,1.5,1,1,2,23565.333333,0,0,0,0,0,0,38560,35350,20490,1,,9,950,7,3,1
22294,17022751,739.79607928,58,111,56.0,0,1.0,1,1,1,16242.0,0,0,0,0,0,0,17800,16240,17180,2,,8,540,7,1,1
22295,17022752,483.09857811,47,111,63.0,0,1.0,1,1,1,13937.0,3650,0,0,0,0,30,8750,13940,8420,1,4.0,4,0,3,1,1
22296,17022753,540.72287039,58,112,78.0,0,1.0,0,0,1,12612.5032,0,0,0,0,0,60,10570,12610,0,1,,7,50,0,1,0
22297,17022754,299.78874622,47,111,47.0,0,2.0,2,2,3,20425.5,0,0,0,0,0,0,44500,40850,42790,1,,9,860,7,4,2
22298,17022755,615.38319583,42,221,37.0,0,2.3,2,2,4,25348.26087,0,0,0,0,0,0,60670,58300,59170,1,,1,490,1,4,2
22299,17022756,482.82276548,93,112,86.0,0,1.0,0,0,1,8263.0,0,0,0,6800,0,20,6860,8260,0,2,,9,0,0,1,0
22300,17022757,482.81633198,86,111,78.0,0,1.0,0,0,1,14934.0,0,0,0,14920,0,20,15060,14930,0,2,,6,0,5,1,0
22301,17022758,466.93790082,73,300,77.0,0,1.0,0,0,1,14357.0,0,0,0,11930,0,1060,13070,14360,0,1,2.0,0,0,1,1,0
22302,17022759,412.64327598,78,400,77.0,0,1.0,0,0,1,14356.0,0,0,0,14360,0,0,14440,14360,0,2,,0,0,0,1,0
22303,17022760,534.12004058,41,111,54.0,2030,1.5,1,1,2,19312.0,0,0,0,0,0,0,24490,28970,23630,2,,9,280,7,2,1
22304,17022761,404.22376653,82,300,78.0,0,1.5,0,0,2,14875.333333,2980,0,0,19180,0,0,19300,22310,0,1,,0,0,0,3,0
22305,17022763,658.87360932,78,111,77.0,0,1.0,0,0,1,19002.0,0,0,0,18570,0,70,19770,19000,0,2,,6,440,5,1,0
22306,17022764,454.94062053,53,111,33.0,0,1.5,2,2,2,49984.666667,0,0,0,0,0,0,82530,74980,79660,1,1.0,7,830,6,3,2
22307,17022765,504.72343714,75,111,77.0,0,1.0,0,0,1,19858.42,0,0,0,21080,0,0,21740,19860,0,2,2.0,9,470,7,1,0
22308,17022766,290.80908729,58,111,47.0,0,2.0,2,1,3,22256.5,0,0,0,0,0,0,46800,44510,30580,1,,8,850,6,4,2
22309,17022768,716.77233132,45,112,37.0,0,2.1,2,2,4,46441.904762,0,0,0,0,0,10,113770,97530,109810,1,,10,1730,3,4,2
22310,17022769,740.74679328,46,111,37.0,0,1.0,1,1,1,25931.0,0,0,0,0,0,80,28940,25930,27870,1,,7,340,6,1,1
22311,17022770,641.28341452,66,300,78.0,0,1.0,0,0,1,20544.0,0,4850,0,15920,0,0,16050,20540,0,1,4.0,0,230,0,1,0
22312,17022771,891.09393953,22,111,55.0,360,1.0,1,1,1,15332.0,0,0,0,0,0,0,15000,15330,9370,2,,9,260,7,1,1
22313,17022772,589.14689556,71,400,75.0,0,1.5,0,0,2,20720.0,0,0,0,31150,0,280,32410,31080,0,1,,0,550,0,3,0
22314,17022773,491.72446321,43,112,23.0,0,1.8,2,2,3,54068.888889,0,0,0,0,0,3960,125450,97320,90330,1,2.0,6,700,0,4,2
22315,17022774,319.20758045,50,400,67.0,2940,1.0,1,1,1,19587.0,0,0,0,0,0,0,17480,19590,16880,2,,0,110,0,1,1
22316,17022775,289.23284979,73,400,75.0,0,1.5,0,0,2,18703.333333,0,0,0,28360,0,10,28720,28060,0,1,,0,790,0,3,0
22317,17022776,427.59944452,62,300,78.0,0,1.5,0,0,2,17114.738133,0,0,0,8520,0,20,25100,25670,0,1,,0,430,1,3,0
22318,17022777,487.51253207,64,111,77.0,0,1.0,0,0,1,15185.0,0,0,0,15540,0,50,15710,15190,0,2,3.0,7,400,5,1,0
22319,17022778,466.32654191,87,120,78.0,0,2.0,0,0,3,20466.5,0,0,0,40480,0,1240,42990,40930,0,1,,0,620,2,4,0
22320,17022779,354.37402824,75,111,72.0,0,1.0,0,0,1,14512.0,0,0,4190,8130,0,0,8180,14510,0,2,3.0,7,0,5,1,0
22321,17022780,554.96262337,70,211,78.0,0,1.0,0,0,1,14133.0,0,0,9990,1820,0,0,1830,14130,0,2,,2,740,3,1,0
22322,17022781,3311.6002789,34,111,64.0,0,2.5,2,2,4,18743.6,0,0,0,0,0,0,47980,46860,45140,1,,10,990,8,4,2
22323,17022782,353.79894499,70,111,78.0,0,1.5,0,0,2,22694.0,2650,0,0,31330,0,10,31670,34040,0,1,,10,880,8,3,0
22324,17022783,268.56095624,71,112,74.0,0,1.0,0,0,1,27688.0,0,0,0,28250,0,0,29130,27690,0,2,,8,370,0,1,0
22325,17022784,340.79156881,30,400,67.0,2530,2.1,1,1,4,16193.809524,0,0,0,0,0,0,28450,34010,27460,1,,0,340,0,4,1
22326,17022785,449.73434125,61,111,74.0,0,1.5,0,0,2,36368.666667,0,0,0,58210,0,60,60260,54550,160,1,2.0,5,690,4,3,0
22327,17022786,357.73035473,39,111,48.0,0,3.2,1,1,7,12048.4375,0,0,0,0,0,0,25900,38560,25000,1,,9,0,7,4,1
22328,17022787,534.53765193,58,111,34.0,0,2.6,1,1,5,31858.846154,0,0,0,0,0,0,81370,82830,85170,1,,8,1330,7,4,1
22329,17022788,385.92378647,59,120,68.0,0,3.1,3,3,6,27857.741935,0,0,0,0,25180,0,84310,86360,57070,1,,0,260,1,5,3
22330,17022789,1302.2426608,42,111,54.0,580,1.0,1,1,1,19786.0,0,0,0,0,0,0,20810,19790,20090,1,,10,440,8,1,1
22331,17022790,574.39168928,46,111,34.0,0,3.0,2,2,5,35374.333333,0,0,0,0,0,1120,100810,106120,91730,2,,4,450,4,2,2
22332,17022791,401.9073033,70,111,77.0,0,1.5,0,0,2,20920.666667,0,0,0,32280,0,10,33300,31380,0,1,2.0,9,510,7,3,0
22333,17022792,467.59141855,86,111,78.0,0,1.5,0,0,2,41820.842933,0,0,0,34180,0,0,66810,62730,14000,2,,10,480,8,2,0
22334,17022793,710.8649923,53,112,63.0,2160,2.0,3,3,3,20307.0,0,0,0,0,0,0,42030,40610,40560,1,1.0,8,670,3,4,3
22335,17022794,376.79893275,70,300,78.0,0,1.0,0,0,1,15352.37,0,0,0,14130,0,0,14350,15350,0,1,,0,0,0,1,0
22336,17022795,648.23676573,56,111,12.0,0,1.5,2,2,2,51512.666667,0,0,0,0,0,36180,90880,77270,41450,1,,4,1320,4,3,2
22337,17022796,404.51795446,41,111,47.0,0,2.0,2,2,3,13789.0,0,0,0,0,0,0,28560,27580,25330,1,,9,510,7,4,2
22338,17022797,591.58228154,55,212,48.0,0,2.0,3,3,3,28508.5,0,0,0,0,0,110,60180,57020,57950,2,,2,330,0,4,3
22339,17022798,432.20746161,57,112,48.0,0,1.5,2,2,2,26429.333333,0,0,0,0,0,0,42820,39640,41330,1,,4,700,0,3,2
22340,17022799,670.85310149,48,120,13.0,0,2.0,2,2,3,26258.0,0,0,0,0,0,480,61430,52520,9540,1,,0,330,0,4,2
22341,17022800,360.88273519,67,112,75.0,0,1.5,0,0,2,28940.0,0,0,0,42130,0,40,46130,43410,0,1,,8,1100,3,3,0
22342,17022801,432.75434101,78,120,86.0,0,1.5,0,0,2,20194.666667,4270,0,0,21690,0,0,26900,30290,0,1,,0,50,3,3,0
22343,17022802,329.47446337,64,111,31.0,0,1.0,1,1,1,42734.0,0,0,0,6390,0,1840,75540,42730,0,2,,8,1360,6,1,1
22344,17022803,221.6308769,61,112,75.0,0,1.5,1,1,2,17321.333333,0,0,0,20420,0,0,26930,25980,4140,1,,4,490,0,3,1
22345,17022804,531.63165663,51,111,77.0,0,1.0,0,0,1,10656.0,0,5820,0,0,0,0,1580,10660,40,1,,7,0,6,1,0
22346,17022805,509.62866729,61,111,78.0,0,1.5,1,1,2,28103.333333,0,0,0,15670,0,0,40910,42160,23890,1,,8,980,7,3,1
22347,17022806,150.99459693,76,221,78.0,0,1.5,0,0,2,15336.666667,0,0,0,22810,0,0,22950,23010,0,1,,1,0,2,3,0
22348,17022807,611.90199339,50,111,22.0,0,2.0,3,3,3,24778.5,0,0,0,0,0,0,59360,49560,57310,2,,10,2030,8,2,3
22349,17022808,579.71965236,73,400,77.0,0,1.0,0,0,1,12188.0,0,0,1960,7140,0,0,7190,12190,0,2,,0,0,0,1,0
22350,17022809,425.94076251,82,111,75.0,0,1.0,0,0,1,17263.0,0,0,0,16830,0,20,17080,17260,0,2,,9,350,7,1,0
22351,17022810,571.50082006,46,111,63.0,0,2.1,2,2,4,44133.809524,0,0,0,0,0,10,103830,92680,82530,1,,8,1450,7,4,2
22352,17022811,225.43612417,37,212,63.0,0,1.0,1,1,1,14782.0,0,0,0,0,0,0,15630,14780,17400,1,,1,270,0,1,1
22353,17022812,551.86299584,17,111,84.0,0,1.0,0,0,1,-56.0,0,0,0,0,0,0,0,-60,0,2,6.0,10,60,8,1,0
22354,17022813,407.42537416,66,112,72.0,0,1.5,0,0,2,18435.333333,0,0,0,24950,0,80,28050,27650,0,1,,5,510,0,3,0
22355,17022814,438.84357843,65,111,75.0,0,1.3,0,0,2,15628.461538,0,0,0,19090,0,250,19610,20320,0,1,,10,1970,8,2,0
22356,17022815,339.74916036,53,211,21.0,0,1.5,2,2,2,34414.666667,0,0,0,0,0,0,58880,51620,0,1,,2,980,3,3,2
22357,17022816,475.78404327,56,111,67.0,50,1.5,2,1,2,8508.6666667,0,0,0,0,0,0,9700,12760,4110,1,3.0,8,40,7,3,2
22358,17022817,240.34559951,67,111,72.0,0,1.5,0,0,2,26091.333333,0,0,0,31110,0,0,32080,39140,0,1,,8,0,6,3,0
22359,17022818,296.93355822,66,400,78.0,0,1.5,1,1,2,20839.333333,0,0,0,12890,0,690,32270,31260,17830,1,,0,0,0,3,1
22360,17022819,633.64644199,61,111,55.0,0,1.0,1,1,1,34932.0,0,0,0,0,0,800,39790,34930,37630,2,,10,450,8,1,1
22361,17022820,739.38038952,37,111,54.0,0,2.1,2,2,4,34266.190476,0,0,0,0,0,70,74810,71960,70120,1,,10,1450,8,4,2
22362,17022822,499.75997107,66,300,78.0,0,1.0,0,0,1,13024.0,0,0,0,11240,0,0,11310,13020,0,1,,0,0,0,1,0
22363,17022823,767.62355121,45,112,38.0,0,2.3,2,2,4,44523.043478,0,0,0,0,0,320,123580,102400,118970,1,,9,720,1,4,2
22364,17022824,465.91901084,89,221,77.0,0,1.0,0,0,1,22545.0,0,0,0,23370,0,50,24150,22550,0,2,,1,630,3,1,0
22365,17022825,279.41620148,60,120,13.0,0,2.0,2,1,3,24237.5,0,0,0,0,0,10330,61480,48480,0,1,,0,710,0,4,2
22366,17022826,685.04584198,61,120,78.0,0,1.5,1,1,2,1997.3333333,0,0,0,0,0,0,2060,3000,0,1,2.0,0,0,3,3,1
22367,17022827,436.9250511,70,120,74.0,0,1.5,0,0,2,50327.333333,0,0,0,82740,0,200,85530,75490,0,1,2.0,0,1160,0,3,0
22368,17022828,275.97752943,33,120,64.0,0,2.0,1,1,3,10963.0,1580,0,7160,2440,0,0,15280,21930,12380,1,,0,60,0,5,1
22369,17022829,830.86649674,35,111,37.0,0,1.0,1,1,1,55828.0,0,0,0,0,0,220,70500,55830,67840,1,4.0,10,580,8,1,1
22370,17022830,492.07358662,42,111,35.0,0,1.8,2,2,3,20356.111111,0,0,0,0,0,0,39470,36640,33630,1,,10,1200,8,4,2
22371,17022831,478.71544737,64,300,78.0,0,1.5,1,1,2,26206.433333,0,0,0,16220,0,0,41210,39310,23210,1,,0,410,0,3,1
22372,17022832,436.94052397,76,111,75.0,0,1.0,0,0,1,39362.55,0,0,0,29150,0,460,36340,39360,0,2,,8,1130,6,1,0
22373,17022833,548.46831642,69,111,77.0,0,1.0,0,0,1,14266.0,0,0,0,14270,0,0,14350,14270,0,1,,9,0,7,1,0
22374,17022834,777.37613604,45,111,38.0,0,1.0,1,1,1,27219.0,0,0,0,0,0,0,31270,27220,30180,1,,8,620,7,1,1
22375,17022835,218.89294635,43,120,21.0,0,3.2,1,1,7,32125.625,0,0,0,0,0,340,115760,102800,12770,1,,0,0,3,4,1
22376,17022836,757.69828103,44,112,13.0,0,3.0,2,2,5,15072.666667,0,0,0,0,0,8720,49350,45220,17680,1,2.0,9,710,0,4,2
22377,17022837,593.75561158,74,111,77.0,0,1.0,0,0,1,16623.0,0,0,0,15790,0,0,15920,16620,0,2,3.0,10,0,8,1,0
22378,17022838,882.87350736,27,111,65.0,1300,1.0,1,1,1,13296.0,0,0,0,0,0,0,12960,13300,1810,2,,9,370,7,1,1
