"","X","aba","agepr","aise","ancons","depenses_combustibles_liquides","depenses_combustibles_solides","depenses_electricite","depenses_gaz_liquefie","depenses_gaz_ville","depenses_tot","dip14pr","htl","ident_men","identifiant_menage","nactifs","nbphab","nenfants","npers","ocde10","pondmen","poste_04_5_0_0","poste_04_5_5_1","poste_04_5_5_2","revtot","stalog","surfhab_d","zeat","fioul","gaz_ville","electricite","strate","rural","petite_ville","moyenne_ville","grande_ville","paris","bat_av_49","bat_49_74","bat_ap_74","log_indiv","log_colec","ouest_sud","est_nord","aides_logement","depenses_energies","part_energies_depenses_tot","part_energies_revtot","niveau_vie","niveau_vie_decile","niveau_vie_quintile","donation_class_1","donation_class_2","donation_class_3","donation_class_4","froid_cout","froid_impaye","froid_installation","froid_isolation","froid","gchauf_2","gchauf_6","gchauf_7","gchaufs_1","gchaufs_2","gchaufs_3","gchaufs_4","gchaufs_5","isolation_fenetres","isolation_murs","isolation_toit","majorite_double_vitrage"
"8265",8315,NA,53,4,1,0,0,356.39475045979,0,648.681788501857,8214.48,71,2,5241,201708315,0,2,0,1,1,822.44606985,0,0,0,13081,3,40,8,0,1,1,3,0,0,0,1,0,1,0,0,0,1,0,1,0,1005.07653896165,0.122354249929593,0.0768348397646699,13081,2,1,"2_0","2_0_0","2_3_0","2_1_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"8281",8331,NA,59,4,99,0,0,317.358413735654,0,840.44497441828,8547.080315994,71,2,5261,201708331,0,5,0,1,1,2486.8550162,0,0,0,11786,3,70,8,0,1,1,3,0,0,0,1,0,0,0,1,0,1,0,1,0,1157.80338815393,0.135461858944669,0.0982354817710787,11786,2,1,"2_0","2_0_0","2_3_0","2_0_0_0",0,0,1,1,1,2,2,2,1,1,2,2,2,2,1,2,1
"8400",8450,NA,86,3,6,0,0,30.6779799944465,0,70.0370812015233,12156.95883902,71,2,5416,201708450,0,3,0,1,1,4082.1366906,0,0,0,13882,3,60,9,0,1,1,3,0,0,0,1,0,0,0,1,0,1,1,0,0,100.71506119597,0.0082845605162951,0.00725508292724174,13882,2,1,"2_0","2_0_0","2_3_0","2_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"8523",8573,2,57,3,2,0,0,486.616234394669,0,170.890478131717,33977.30186457,31,2,5571,201708573,1,3,1,3,2,3391.3789877,0,0,0,22587,1,75,7,0,1,1,3,0,0,0,1,0,0,1,0,0,1,1,0,0,657.506712526386,0.0193513515330658,0.0291099620368524,11293.5,2,1,"2_0","2_0_0","2_3_0","2_0_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2
"8533",8583,NA,66,2,99,0,0,178.778573071085,0,0,12787.68,60,2,5583,201708583,1,2,0,1,1,3730.6527256,0,0,0,12510,3,36,8,0,0,1,3,0,0,0,1,0,0,0,1,0,1,0,1,0,178.778573071085,0.0139805322835014,0.0142908531631563,12510,2,1,"2_0","2_0_0","2_3_0","2_0_0_0",0,0,0,0,1,2,1,2,2,1,2,2,2,1,1,0,2
"8544",8594,2,46,3,9,0,0,846.289103295077,0,1540.81578643351,40121.1908753,43,1,5594,201708594,1,5,2,4,2.3,2253.5665946,0,0,0,25979,2,117,7,0,1,1,3,0,0,0,1,0,0,0,1,1,0,1,0,0,2387.10488972859,0.0594973588183838,0.0918859420966392,11295.2173913043,2,1,"2_0","2_1_0","2_3_0","2_0_0_0",1,0,0,0,1,2,2,1,2,1,2,2,2,2,1,2,1
"8615",8666,NA,46,4,3,0,0,144.339873936215,0,262.716124343252,10042.54,20,2,5682,201708666,2,3,1,3,1.8,1229.1640342,0,0,0,24436,3,60,2,0,1,1,3,0,0,0,1,0,0,1,0,0,1,0,1,0,407.055998279467,0.0405331717154691,0.0166580454362198,13575.5555555556,2,1,"2_0","2_0_0","2_3_0","2_0_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"8741",8793,2,53,2,2,0,0,454.880393021104,0,2241.18659844875,46290.29536888,41,2,583,201708793,1,7,0,2,1.5,2386.1988699,0,0,0,20805,1,180,7,0,1,1,3,0,0,0,1,0,0,1,0,0,1,1,0,0,2696.06699146985,0.058242596422972,0.129587454528712,13870,2,1,"2_0","2_0_0","2_3_0","2_0_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2
"8754",8806,NA,32,5,9,0,0,317.358413735654,0,560.296649612186,12730.03697445,42,2,5849,201708806,1,3,1,2,1.3,1112.3302136,0,0,0,16158,3,69,7,0,1,1,3,0,0,0,1,0,0,0,1,0,1,1,0,0,877.65506334784,0.0689436381928309,0.0543170604869316,12429.2307692308,2,1,"2_0","2_0_0","2_3_0","2_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"8797",8849,2,54,4,7,0,0,645.295441262496,0,826.437558177975,28305.6,50,1,590,201708849,1,4,1,2,1.5,2695.0854319,0,0,0,19861,2,68,5,0,1,1,3,0,0,0,1,0,0,0,1,1,0,1,0,0,1471.73299944047,0.0519944109801761,0.0741016564845915,13240.6666666667,2,1,"2_0","2_1_0","2_3_0","2_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1
"8831",8883,NA,27,4,1,0,0,605.871075781643,0,1102.75904045316,8333.72,43,1,594,201708883,0,3,1,2,1.3,915.61766805,0,0,0,14850,3,60,3,0,1,1,3,0,0,0,1,0,1,0,0,1,0,0,1,0,1708.6301162348,0.205026100737102,0.115059267086519,11423.0769230769,2,1,"2_0","2_1_0","2_3_0","2_1_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
"8851",8903,NA,23,3,9,0,0,444.301779229915,0,0,11731.08,41,2,5965,201708903,0,3,0,1,1,3753.65796,0,0,0,12592,3,55,7,0,0,1,3,0,0,0,1,0,0,0,1,0,1,1,0,0,444.301779229915,0.0378739024224466,0.0352844487952601,12592,2,1,"2_0","2_0_0","2_3_0","2_0_0_0",0,0,0,0,1,2,2,1,1,2,2,2,2,2,2,0,1
"8864",8916,NA,24,3,7,0,0,571.245144724177,0,0,9246.936974448,30,2,5982,201708916,1,1,0,1,1,4030.2698301,0,0,0,11405,3,35,7,0,0,1,3,0,0,0,1,0,0,0,1,0,1,1,0,0,571.245144724177,0.0617766884648068,0.0500872551270651,11405,2,1,"2_0","2_0_0","2_3_0","2_0_0_0",1,0,0,0,1,2,2,2,2,1,2,2,2,2,2,0,1
"8920",8973,2,38,3,1,0,445.38611037685,863.214885360979,0,0,29550.26,71,1,605,201708973,2,5,3,5,2.4,1985.9495389,0,0,0,33085,2,80,3,0,0,1,3,0,0,0,1,0,1,0,0,1,0,0,1,0,1308.60099573783,0.0442839080176563,0.0395526974682735,13785.4166666667,2,1,"2_0","2_1_0","2_3_0","2_1_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2
"8923",8976,NA,74,3,2,0,0,146.121847688514,0,265.959533285761,12236.550875302,33,2,6055,201708976,0,3,0,1,1,2289.5658639,0,0,0,11613,3,60,2,0,1,1,3,0,0,0,1,0,0,1,0,0,1,0,1,0,412.081380974275,0.033676269168791,0.0354844898798136,11613,2,1,"2_0","2_0_0","2_3_0","2_0_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2
"8960",9013,NA,23,3,1,0,0,740.502965383192,0,0,10759.92,41,2,6102,201709013,0,2,0,1,1,4705.2379774,0,0,0,11975,3,34,7,0,0,1,3,0,0,0,1,0,1,0,0,0,1,1,0,0,740.502965383192,0.0688204898719686,0.0618374083827301,11975,2,1,"2_0","2_0_0","2_3_0","2_1_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,2
"9048",9102,2,81,4,99,0,0,729.38396352296,0,1509.85927675134,25875.39671186,71,1,6211,201709102,0,4,2,4,2.5,2997.4249811,0,0,0,30450,1,80,4,0,1,1,3,0,0,0,1,0,0,0,1,1,0,0,1,0,2239.2432402743,0.086539474745442,0.0735383658546569,12180,2,1,"2_0","2_1_0","2_3_0","2_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
"9077",9131,NA,40,4,2,0,0,580.765897136247,0,0,11299.8,31,2,6252,201709131,1,1,0,1,1,3264.7794467,0,0,0,11154,3,27,2,0,0,1,3,0,0,0,1,0,0,1,0,0,1,0,1,0,580.765897136247,0.0513961218018236,0.052067948461202,11154,2,1,"2_0","2_0_0","2_3_0","2_0_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"9079",9133,NA,68,3,5,0,0,2485.97424092929,0,666.753013038502,16291.16,71,2,6254,201709133,1,3,0,2,1.5,3102.1630904,0,0,0,19200,3,67,8,0,1,1,3,0,0,0,1,0,0,0,1,0,1,0,1,0,3152.72725396779,0.193523803950596,0.164204544477489,12800,2,1,"2_0","2_0_0","2_3_0","2_0_0_0",1,0,0,1,1,2,2,2,2,1,1,2,2,1,3,2,2
"9100",9154,NA,22,3,1,0,0,391.408710273973,0,728.385644495842,24927.460315994,30,2,6278,201709154,0,3,0,3,2,3249.7660217,0,0,0,24922,3,84,9,0,1,1,3,0,0,0,1,0,1,0,0,0,1,1,0,0,1119.79435476982,0.0449221196453508,0.0449319619119579,12461,2,1,"2_0","2_0_0","2_3_0","2_1_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"9116",9170,NA,57,3,99,0,0,287.738295120326,0,1531.0105950653,7249.2,71,1,63,201709170,0,3,0,1,1,3448.9613895,0,0,0,13020,3,80,3,0,1,1,3,0,0,0,1,0,0,0,1,1,0,0,1,0,1818.74889018563,0.250889600257356,0.139688854852967,13020,2,1,"2_0","2_1_0","2_3_0","2_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1
"9132",9186,2,39,3,3,0,0,835.710489503889,0,1148.60813170498,55010.12,20,1,6318,201709186,2,6,4,6,2.9,2324.1145556,0,0,0,38521,2,110,3,0,1,1,3,0,0,0,1,0,0,1,0,1,0,0,1,0,1984.31862120887,0.0360718831591146,0.051512645601331,13283.1034482759,2,1,"2_0","2_1_0","2_3_0","2_0_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1
"9135",9189,NA,34,3,5,0,0,469.690452328768,0,140.074162403047,15949.4908753,41,2,6323,201709189,1,4,1,2,1.3,927.05783704,0,0,0,17621,3,78,5,0,1,1,3,0,0,0,1,0,0,0,1,0,1,1,0,0,609.764614731814,0.0382309767439737,0.0346044273725563,13554.6153846154,2,1,"2_0","2_0_0","2_3_0","2_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"9196",9251,NA,42,4,1,0,0,579.141469497159,0,1054.10790631552,8220.74031599,50,2,6398,201709251,1,1,1,3,1.8,1046.795047,0,0,0,21159,3,28,8,0,1,1,3,0,0,0,1,0,1,0,0,0,1,0,1,0,1633.24937581268,0.198674245023392,0.07718934617953,11755,2,1,"2_0","2_0_0","2_3_0","2_1_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"9216",9273,NA,22,3,99,0,0,155.922703326158,0,283.798282469562,25770.04584675,43,8,6429,201709273,1,4,0,2,1.5,2710.3039276,0,0,0,17571,3,68,7,0,1,1,3,0,0,0,1,0,0,0,1,0,1,1,0,0,439.720985795721,0.0170632597400356,0.0250253819245188,11714,2,1,"2_0","2_0_0","2_3_0","2_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2
"9219",9277,NA,70,3,4,0,0,325.821304768605,0,853.051649034554,16871.48,50,1,6436,201709277,0,2,0,2,1.5,1799.7401143,0,0,0,17547,3,60,3,0,1,1,3,0,0,0,1,0,0,1,0,1,0,0,1,0,1178.87295380316,0.0698737131421285,0.0671837324786664,11698,2,1,"2_0","2_1_0","2_3_0","2_0_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,2
"9270",9328,NA,41,3,99,0,0,1491.58454455757,0,0,38648.16,50,1,6501,201709328,1,4,1,2,1.5,835.8205521,0,0,0,19576,3,96,9,0,0,1,3,0,0,0,1,0,0,0,1,1,0,1,0,0,1491.58454455757,0.0385939342146579,0.0761945517244367,13050.6666666667,2,1,"2_0","2_1_0","2_3_0","2_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,1
"9291",9349,NA,27,4,1,0,0,1269.43365494262,0,0,15578.19434384,50,2,6525,201709349,1,2,0,2,1.5,4071.6352352,0,0,0,20877,3,40,8,0,0,1,3,0,0,0,1,0,1,0,0,0,1,0,1,0,1269.43365494262,0.0814878558402746,0.060805367387202,13918,2,1,"2_0","2_0_0","2_3_0","2_1_0_0",0,0,0,0,1,2,2,1,2,1,2,2,2,2,3,0,1
"9304",9362,NA,34,3,9,0,0,794.453895718254,0,0,11745.92,30,2,6540,201709362,1,3,2,3,1.6,801.39668472,0,0,0,20744,3,70,8,0,0,1,3,0,0,0,1,0,0,0,1,0,1,0,1,0,794.453895718254,0.0676365832321567,0.0382980088564526,12965,2,1,"2_0","2_0_0","2_3_0","2_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2
"9327",9385,NA,26,3,9,0,0,623.690813304632,0,1135.19312987825,24429.78,50,1,6568,201709385,1,4,2,4,2.1,3638.6398714,0,0,0,27111,3,60,3,0,1,1,3,0,0,0,1,0,0,0,1,1,0,0,1,0,1758.88394318288,0.071997535106042,0.0648771326466336,12910,2,1,"2_0","2_1_0","2_3_0","2_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1
"9362",9421,NA,45,3,99,0,0,423.144551647538,0,0,6036.54238259,50,2,6617,201709421,2,3,2,3,2,958.21647401,0,0,0,23802,3,49,2,0,0,1,3,0,0,0,1,0,0,0,1,0,1,0,1,0,423.144551647538,0.0700971723263188,0.017777688918895,11901,2,1,"2_0","2_0_0","2_3_0","2_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
"9371",9430,NA,27,3,7,0,0,317.358413735654,0,1120.59329922437,22803.12,42,2,6627,201709430,1,4,0,1,1,711.02610241,0,0,0,12100,3,90,3,0,1,1,3,0,0,0,1,0,0,0,1,0,1,0,1,0,1437.95171296003,0.063059428401027,0.118838984542151,12100,2,1,"2_0","2_0_0","2_3_0","2_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1
"9381",9440,NA,69,2,1,0,0,47.6037620603481,0,16.8088994883656,21928.26,31,2,6638,201709440,0,1,0,1,1,2629.1529131,0,0,0,11776,3,39,7,0,1,1,3,0,0,0,1,0,1,0,0,0,1,1,0,0,64.4126615487137,0.00293742693440855,0.00546982519944919,11776,2,1,"2_0","2_0_0","2_3_0","2_1_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2
"9429",9488,NA,56,4,5,0,0,600.865263339505,0,0,14953.47850519,70,2,6698,201709488,1,3,1,2,1.5,3097.9660251,0,0,0,18484,3,80,4,0,0,1,3,0,0,0,1,0,0,0,1,0,1,0,1,0,600.865263339505,0.0401823069549308,0.0325073178608258,12322.6666666667,2,1,"2_0","2_0_0","2_3_0","2_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1
"9457",9516,NA,38,4,99,0,0,651.642609537209,145.677128899168,0,13413,71,2,6726,201709516,3,4,2,4,2.3,1594.288837,0,0,0,25738,3,76,8,0,0,1,3,0,0,0,1,0,0,0,1,0,1,0,1,0,797.319738436378,0.0594438036558844,0.030978309831237,11190.4347826087,2,1,"2_0","2_0_0","2_3_0","2_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1
"9497",9557,NA,43,3,3,0,0,740.502965383192,504.266984650968,0,27190.78,60,2,6782,201709557,1,3,3,5,2.4,2683.5310969,0,0,0,26865,3,54,8,0,0,1,3,0,0,0,1,0,0,1,0,0,1,0,1,0,1244.76995003416,0.0457791188790524,0.0463342620522673,11193.75,2,1,"2_0","2_0_0","2_3_0","2_0_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1
"9526",9586,NA,65,4,4,0,0,116.364751703073,0,109.257846674376,11544.34,44,2,6819,201709586,0,2,0,1,1,2087.2830246,0,0,0,12157,3,50,7,0,1,1,3,0,0,0,1,0,0,1,0,0,1,1,0,0,225.622598377449,0.0195440015087436,0.0185590687157563,12157,2,1,"2_0","2_0_0","2_3_0","2_0_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1
"9528",9588,NA,66,4,1,0,0,356.39475045979,0,648.681788501857,10044.4,60,2,6821,201709588,0,2,0,1,1,2332.6527267,0,0,0,11918,3,45,2,0,1,1,3,0,0,0,1,0,1,0,0,0,1,0,1,0,1005.07653896165,0.100063372522166,0.0843326513644611,11918,2,1,"2_0","2_0_0","2_3_0","2_1_0_0",0,0,1,1,1,2,2,2,2,1,2,2,2,1,3,1,2
"9557",9617,NA,63,3,4,0,0,672.799837119586,0,0,23613.00218057,50,2,6869,201709617,2,3,1,3,2,3547.1978407,0,0,0,25880,3,80,3,0,0,1,3,0,0,0,1,0,0,1,0,0,1,0,1,0,672.799837119586,0.0284927698720665,0.0259969025162128,12940,2,1,"2_0","2_0_0","2_3_0","2_0_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2
"9561",9621,NA,69,4,99,0,0,305.721938565347,0,0,7864.96,70,2,6872,201709621,0,1,0,1,1,4139.6954188,0,0,0,11750,3,23,9,0,0,1,3,0,0,0,1,0,0,0,1,0,1,1,0,0,305.721938565347,0.0388713914076291,0.0260188883885401,11750,2,1,"2_0","2_0_0","2_3_0","2_0_0_0",0,0,0,1,1,1,2,2,2,1,2,2,2,2,3,0,1
"9573",9633,NA,26,3,99,0,0,583.939481273603,0,655.547080046258,10387.88,50,2,6888,201709633,1,3,1,2,1.3,1114.5971024,0,0,0,18218,3,65,3,0,1,1,3,0,0,0,1,0,0,0,1,0,1,0,1,0,1239.48656131986,0.119320454348708,0.0680363684992788,14013.8461538462,2,1,"2_0","2_0_0","2_3_0","2_0_0_0",0,0,1,1,1,2,2,2,2,2,2,2,1,2,2,0,1
"9665",9726,NA,59,3,1,0,0,346.978532350982,0,907.680572371742,44457.64,41,2,7008,201709726,2,5,2,4,2.3,1589.0428972,0,0,0,27691,3,140,4,0,1,1,3,0,0,0,1,0,1,0,0,0,1,0,1,0,1254.65910472272,0.0282214509074869,0.0453092739418123,12039.5652173913,2,1,"2_0","2_0_0","2_3_0","2_1_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"9717",9778,NA,39,5,99,0,0,421.028828889301,0,1260.66746162742,50523.85767804,30,1,7081,201709778,2,5,3,5,2.4,1979.170268,0,0,0,28241,3,84,5,0,1,1,3,0,0,0,1,0,0,0,1,1,0,1,0,0,1681.69629051672,0.0332851917451201,0.0595480432887192,11767.0833333333,2,1,"2_0","2_1_0","2_3_0","2_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2
"9745",9806,NA,20,1,6,0,0,317.358413735654,0,0,10502.84,41,8,7115,201709806,0,2,0,1,1,3372.0796643,0,0,0,12816,3,34,9,0,0,1,3,0,0,0,1,0,0,0,1,0,1,1,0,0,317.358413735654,0.0302164380049257,0.0247626727321827,12816,2,1,"2_0","2_0_0","2_3_0","2_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1
"9790",9852,2,68,3,6,0,0,311.845406652316,0,567.596564939125,13696.58,71,1,7165,201709852,0,4,0,1,1,2207.4803967,0,0,0,12502,1,80,7,0,1,1,3,0,0,0,1,0,0,0,1,1,0,1,0,0,879.441971591441,0.0642088734261722,0.0703441026708879,12502,2,1,"2_0","2_1_0","2_3_0","2_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1
"9835",9897,NA,25,3,99,0,0,468.632590949649,0,196.103827364265,23619.65672205,31,2,7220,201709897,1,2,1,2,1.3,1112.8235707,0,0,0,17241,3,47,8,0,1,1,3,0,0,0,1,0,0,0,1,0,1,0,1,0,664.736418313914,0.0281433564482482,0.0385555604845377,13262.3076923077,2,1,"2_0","2_0_0","2_3_0","2_0_0_0",0,0,0,1,1,2,2,1,2,1,2,1,2,2,2,5,1
"9855",9918,NA,46,4,1,0,0,423.144551647538,0,700.370812015233,10332.52,60,1,7248,201709918,0,2,0,1,1,3500.935916,0,0,0,12456,3,28,2,0,1,1,3,0,0,0,1,0,1,0,0,1,0,0,1,0,1123.51536366277,0.108735851821508,0.0901987286177562,12456,2,1,"2_0","2_1_0","2_3_0","2_1_0_0",0,0,0,1,1,2,2,2,1,2,2,2,2,2,1,3,2
"9888",9951,NA,44,5,1,0,0,705.661605910384,0,1284.38994123368,33440.7108753,30,2,7294,201709951,1,5,2,3,1.8,895.17148789,0,0,0,22612,3,115,2,0,1,1,3,0,0,0,1,0,1,0,0,0,1,0,1,0,1990.05154714406,0.0595098457854242,0.0880086479366735,12562.2222222222,2,1,"2_0","2_0_0","2_3_0","2_1_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1
"9942",10005,2,53,3,99,0,0,370.251482691596,0,1148.60813170498,15582.35697445,43,8,7366,201710005,1,4,1,2,1.5,537.92579892,0,0,0,19300,2,66,5,0,1,1,3,0,0,0,1,0,0,0,1,0,1,1,0,0,1518.85961439658,0.0974730342070211,0.078697389346973,12866.6666666667,2,1,"2_0","2_0_0","2_3_0","2_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"9943",10006,2,77,3,1,0,0,348.0363937301,0,1022.54138554224,15430.44,71,1,7367,201710006,0,3,0,1,1,3690.8966091,0,0,0,13853,1,36,9,0,1,1,3,0,0,0,1,0,1,0,0,1,0,1,0,0,1370.57777927234,0.0888229875021283,0.0989372539718718,13853,2,1,"2_0","2_1_0","2_3_0","2_1_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"9961",10024,NA,65,5,4,0,0,634.716827471308,0,0,10599.32,50,2,7385,201710024,0,4,0,1,1,2015.6180227,0,0,0,12136,3,70,7,0,0,1,3,0,0,0,1,0,0,1,0,0,1,1,0,0,634.716827471308,0.0598827875251721,0.0523003318615118,12136,2,1,"2_0","2_0_0","2_3_0","2_0_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1
"10029",10092,NA,51,5,6,0,0,1269.43365494262,0,0,25515.88,42,2,747,201710092,1,3,0,1,1,3645.560255,0,0,0,12719,3,60,7,0,0,1,3,0,0,0,1,0,0,0,1,0,1,1,0,0,1269.43365494262,0.0497507299353428,0.0998060897037987,12719,2,1,"2_0","2_0_0","2_3_0","2_0_0_0",1,0,0,0,1,2,2,2,2,1,2,2,2,1,1,1,2
"10047",10110,NA,40,3,1,0,0,609.328154372455,0,0,8002.716658454,71,2,7493,201710110,1,1,0,1,1,11166.548889,0,0,0,13144,3,25,9,0,0,1,3,0,0,0,1,0,1,0,0,0,1,1,0,0,609.328154372455,0.0761401634442182,0.04635789366802,13144,2,1,"2_0","2_0_0","2_3_0","2_1_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1
"10121",10184,NA,42,3,99,0,0,275.0439585709,201.706793860387,0,16790.3,33,2,7579,201710184,1,3,2,3,1.6,1031.5061767,0,0,0,20925,3,76,2,0,0,1,3,0,0,0,1,0,0,0,1,0,1,0,1,0,476.750752431287,0.028394415372643,0.0227837874519134,13078.125,2,1,"2_0","2_0_0","2_3_0","2_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"10271",10334,NA,44,4,7,0,0,179.836434450204,0,0,25490.750875302,42,8,7786,201710334,1,4,4,5,2.6,480.21930263,0,0,0,32010,3,89,5,0,0,1,3,0,0,0,1,0,0,0,1,0,1,1,0,0,179.836434450204,0.00705496810705751,0.00561813291003448,12311.5384615385,2,1,"2_0","2_0_0","2_3_0","2_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2
"10334",10397,NA,22,4,5,0,0,433.723165438727,0,0,17701.54,50,2,7871,201710397,1,3,1,2,1.3,1096.2804335,0,0,0,15929,3,80,2,0,0,1,3,0,0,0,1,0,0,0,1,0,1,0,1,0,433.723165438727,0.0245020018280176,0.027228524417021,12253.0769230769,2,1,"2_0","2_0_0","2_3_0","2_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"10356",10419,2,60,1,6,0,519.617128772992,2302.96422234173,0,0,31573.160315994,33,1,79,201710419,0,5,0,2,1.5,1657.0377486,0,0,0,19696,1,170,3,0,0,1,3,0,0,0,1,0,0,0,1,1,0,0,1,0,2822.58135111472,0.0893981255872218,0.143307339110211,13130.6666666667,2,1,"2_0","2_1_0","2_3_0","2_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2
"10364",10427,NA,51,4,2,0,1018.44957239506,825.1318757127,0,0,10796.12,50,1,7913,201710427,1,4,0,1,1,1786.7584041,0,0,0,13700,3,80,3,0,0,1,3,0,0,0,1,0,0,1,0,1,0,0,1,0,1843.58144810776,0.170763334244874,0.134567988912975,13700,2,1,"2_0","2_1_0","2_3_0","2_0_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"10389",10453,NA,40,4,6,0,0,1703.15682038134,105.055621802285,0,21578.1617506,71,1,7956,201710453,2,4,4,6,3.3,1011.4027296,0,0,0,43564,3,80,8,0,0,1,3,0,0,0,1,0,0,0,1,1,0,0,1,0,1808.21244218363,0.0837982615517908,0.0415070342985866,13201.2121212121,2,1,"2_0","2_1_0","2_3_0","2_0_0_0",0,0,1,0,1,2,2,2,1,2,2,2,2,1,2,0,2
"10402",10466,NA,35,5,5,0,0,1057.86137911885,0,0,15046.54,60,8,797,201710466,1,2,0,1,1,3259.4005928,0,0,0,12379,3,34,3,0,0,1,3,0,0,0,1,0,0,0,1,0,1,0,1,0,1057.86137911885,0.0703059559951222,0.0854561256255632,12379,2,1,"2_0","2_0_0","2_3_0","2_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1
"10404",10468,NA,83,3,4,0,0,757.428747449094,0,1605.24990113891,18235.6,71,2,7971,201710468,1,5,2,4,2.5,3104.9972047,0,0,0,29070,3,145,5,0,1,1,3,0,0,0,1,0,0,1,0,0,1,1,0,0,2362.67864858801,0.129564075138082,0.081275495307465,11628,2,1,"2_0","2_0_0","2_3_0","2_0_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2
"10454",10518,NA,66,4,9,0,0,634.716827471308,0,0,13433.36,71,2,8036,201710518,0,2,0,1,1,6467.30935,0,0,0,13150,3,55,8,0,0,1,3,0,0,0,1,0,0,0,1,0,1,0,1,0,634.716827471308,0.0472492978280421,0.0482674393514302,13150,2,1,"2_0","2_0_0","2_3_0","2_0_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
"10664",10728,NA,41,5,4,0,0,672.799837119586,0,0,20294.8711913,31,2,8283,201710728,1,4,2,3,1.8,809.2412499,0,0,0,25127,3,75,2,0,0,1,3,0,0,0,1,0,0,1,0,0,1,0,1,0,672.799837119586,0.0331512247985098,0.0267759715493129,13959.4444444444,2,1,"2_0","2_0_0","2_3_0","2_0_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2
"10687",10751,NA,61,4,3,0,0,740.502965383192,201.706793860387,0,5840.72,71,2,8314,201710751,0,4,1,2,1.5,2449.3227266,0,0,0,20716,3,75,8,0,0,1,3,0,0,0,1,0,0,1,0,0,1,0,1,0,942.20975924358,0.161317399095245,0.0454822243311247,13810.6666666667,2,1,"2_0","2_0_0","2_3_0","2_0_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
